
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.13430
 no. blades :  2            radius(m)  :   0.1270     adv. ratio:     0.11048
 thrust(N)  :   9.65        power(W)   :   247.       torque(N-m):  0.173    
 Efficiency :  0.7826       speed(m/s) :   20.000     rpm        :  13611.999
 Eff induced:  0.8226       Eff ideal  :   0.8573     Area(m^2)  :    0.05064
 Tnacel(N)  :     0.0006    Rhub(m)    :   0.0030     Rwake(m)   :    0.0035
 Tvisc(N)   :    -0.0257    Pvisc(W)   :   11.4       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.34708      adv:    0.11048       AF:   49.683
   Ct:    0.03673       Cp:    0.01629  (by rho,Diam,N)
   Tc:    0.77634       Pc:    0.99199  (by rho,Atip,Vel)
   CT:    0.00474       CP:    0.00067  (by rho,Atip,Vtip)
Sigma:    0.04800 CT/sigma:    0.09870

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.041 0.1388  71.23  0.600   0.0000  25.82  0.063  0.769 1.000   0.000  1.0906
  2 0.082 0.1872  56.37  0.600   0.0000  40.68  0.073  0.810 1.000   0.000  0.7244
  3 0.133 0.2079  43.16  0.600   0.0001  56.57  0.091  0.818 1.000   0.000  0.4989
  4 0.184 0.2030  33.96  0.600   0.0003  68.64  0.114  0.820 0.999   0.000  0.3518
  5 0.235 0.1890  27.58  0.600   0.0010  77.35  0.138  0.821 0.996   0.000  0.2566
  6 0.285 0.1732  23.01  0.600   0.0026  83.59  0.162  0.822 0.989   0.000  0.1936
  7 0.334 0.1582  19.63  0.600   0.0048  88.06  0.187  0.822 0.977   0.000  0.1506
  8 0.383 0.1447  17.06  0.600   0.0073  91.23  0.212  0.822 0.962   0.000  0.1202
  9 0.431 0.1328  15.04  0.600   0.0097  93.44  0.237  0.822 0.946   0.000  0.0981
 10 0.477 0.1224  13.42  0.600   0.0116  94.90  0.261  0.822 0.930   0.000  0.0816
 11 0.523 0.1133  12.10  0.600   0.0129  95.73  0.284  0.822 0.917   0.000  0.0690
 12 0.567 0.1051  11.00  0.600   0.0134  96.03  0.307  0.822 0.909   0.000  0.0591
 13 0.609 0.0979  10.09  0.600   0.0131  95.81  0.329  0.822 0.906   0.000  0.0512
 14 0.649 0.0912   9.31  0.600   0.0119  95.10  0.351  0.822 0.908   0.000  0.0447
 15 0.688 0.0851   8.64  0.600   0.0102  93.86  0.371  0.822 0.917   0.000  0.0393
 16 0.725 0.0793   8.07  0.600   0.0081  92.07  0.390  0.822 0.930   0.000  0.0348
 17 0.760 0.0738   7.58  0.600   0.0059  89.70  0.409  0.822 0.945   0.000  0.0309
 18 0.793 0.0684   7.15  0.600   0.0040  86.71  0.426  0.822 0.961   0.000  0.0274
 19 0.824 0.0631   6.77  0.600   0.0024  83.06  0.442  0.822 0.976   0.000  0.0244
 20 0.852 0.0579   6.45  0.600   0.0013  78.75  0.458  0.823 0.986   0.000  0.0216
 21 0.879 0.0526   6.16  0.600   0.0006  73.77  0.471  0.823 0.993   0.000  0.0191
 22 0.902 0.0473   5.92  0.600   0.0002  68.12  0.484  0.823 0.997   0.000  0.0167
 23 0.924 0.0420   5.71  0.600   0.0001  61.86  0.495  0.823 0.999   0.000  0.0145
 24 0.942 0.0366   5.53  0.600   0.0000  55.01  0.505  0.823 0.999   0.000  0.0124
 25 0.959 0.0312   5.38  0.600   0.0000  47.66  0.514  0.823 1.000   0.000  0.0104
 26 0.972 0.0257   5.26  0.600   0.0001  39.87  0.521  0.823 0.999   0.000  0.0084
 27 0.983 0.0203   5.16  0.600   0.0001  31.78  0.527  0.823 0.998   0.000  0.0066
 28 0.991 0.0149   5.09  0.600   0.0002  23.53  0.531  0.823 0.998   0.000  0.0048
 29 0.997 0.0098   5.05  0.600   0.0003  15.50  0.534  0.823 0.997   0.000  0.0031
 30 0.999 0.0057   5.02  0.600   0.0003   9.14  0.535  0.823 0.996   0.000  0.0018
