
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.03050
 no. blades :  2            radius(m)  :   0.1016     adv. ratio:     0.02991
 thrust(N)  :  0.570        power(W)   :   543.       torque(N-m):  0.826E-01
 Efficiency :  0.0210       speed(m/s) :   20.000     rpm        :  62855.992
 Eff induced:  0.9804       Eff ideal  :   0.9827     Area(m^2)  :    0.03241
 Tnacel(N)  :     0.0000    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.0482    Pvisc(W)   :   531.       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.09395      adv:    0.02991       AF:    0.372
   Ct:    0.00025       Cp:    0.00111  (by rho,Diam,N)
   Tc:    0.07171       Pc:    3.41727  (by rho,Atip,Vel)
   CT:    0.00003       CP:    0.00005  (by rho,Atip,Vtip)
Sigma:    0.00032 CT/sigma:    0.09908  heliFOM:    0.00281

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.041 0.0055  34.31  0.600   0.1236   1.30  0.100  0.902 0.663   0.000  0.0422
  2 0.083 0.0038  18.04  0.600   0.1149   1.56  0.173  0.960 0.612   0.000  0.0147
  3 0.133 0.0026  10.63  0.600   0.1114   1.69  0.268  0.973 0.529   0.000  0.0063
  4 0.184 0.0020   7.03  0.600   0.1102   1.74  0.366  0.976 0.460   0.000  0.0035
  5 0.235 0.0016   4.89  0.600   0.1096   1.76  0.465  0.978 0.406   0.000  0.0022
  6 0.285 0.0013   3.43  0.600   0.1113   1.77  0.563  0.979 0.359   0.000  0.0015
  7 0.335 0.0011   2.32  0.600   0.1466   1.77  0.661  0.979 0.266   0.000  0.0011
  8 0.383 0.0010   1.39  0.600   0.2668   1.78  0.756  0.979 0.146   0.000  0.0008
  9 0.431 0.0009   0.53  0.600   0.5174   1.78  0.850  0.980 0.071   0.000  0.0007
 10 0.477 0.0008  -0.40  0.600   0.9361   1.78  0.941  0.980 0.035   0.000  0.0005
 11 0.523 0.0007  -1.38  0.600   1.2831   1.78  1.030  0.980 0.023   0.000  0.0004
 12 0.567 0.0007  -1.64  0.600   1.2830   1.78  1.116  0.980 0.022   0.000  0.0004
 13 0.609 0.0006  -1.85  0.600   1.2830   1.78  1.199  0.980 0.020   0.000  0.0003
 14 0.649 0.0006  -2.03  0.600   1.2830   1.79  1.279  0.980 0.019   0.000  0.0003
 15 0.688 0.0006  -2.18  0.600   1.2830   1.79  1.355  0.980 0.018   0.000  0.0003
 16 0.725 0.0005  -2.31  0.600   1.2830   1.79  1.428  0.980 0.018   0.000  0.0002
 17 0.760 0.0005  -2.42  0.600   1.2830   1.79  1.497  0.980 0.017   0.000  0.0002
 18 0.793 0.0005  -2.52  0.600   1.2830   1.79  1.561  0.980 0.016   0.000  0.0002
 19 0.824 0.0005  -2.60  0.600   1.2831   1.78  1.622  0.980 0.016   0.000  0.0002
 20 0.852 0.0004  -2.67  0.600   1.2832   1.78  1.678  0.980 0.015   0.000  0.0002
 21 0.879 0.0004  -2.73  0.600   1.2835   1.76  1.729  0.980 0.015   0.000  0.0002
 22 0.902 0.0004  -2.78  0.600   1.2842   1.74  1.776  0.980 0.014   0.000  0.0001
 23 0.924 0.0004  -2.83  0.600   1.2854   1.69  1.818  0.980 0.014   0.000  0.0001
 24 0.942 0.0004  -2.87  0.600   1.2876   1.61  1.854  0.980 0.014   0.000  0.0001
 25 0.959 0.0003  -2.90  0.600   1.2912   1.49  1.886  0.980 0.014   0.000  0.0001
 26 0.972 0.0003  -2.92  0.600   1.2971   1.32  1.913  0.980 0.013   0.000  0.0001
 27 0.983 0.0002  -2.94  0.600   1.3064   1.10  1.934  0.980 0.013   0.000  0.0001
 28 0.991 0.0002  -2.96  0.600   1.3216   0.84  1.950  0.980 0.013   0.000  0.0001
 29 0.997 0.0001  -2.97  0.600   1.3479   0.55  1.961  0.980 0.013   0.000  0.0000
 30 0.999 0.0001  -2.97  0.600   1.3949   0.30  1.966  0.980 0.012   0.000  0.0000
