
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.19367
 no. blades :  2            radius(m)  :   0.1016     adv. ratio:     0.16284
 thrust(N)  :   4.42        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.7466       speed(m/s) :   20.000     rpm        :  11544.000
 Eff induced:  0.8408       Eff ideal  :   0.8899     Area(m^2)  :    0.03241
 Tnacel(N)  :     0.0001    Rhub(m)    :   0.0025     Rwake(m)   :    0.0026
 Tvisc(N)   :    -0.0540    Pvisc(W)   :   12.0       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.51157      adv:    0.16284       AF:   77.221
   Ct:    0.05713       Cp:    0.03914  (by rho,Diam,N)
   Tc:    0.55586       Pc:    0.74450  (by rho,Atip,Vel)
   CT:    0.00737       CP:    0.00161  (by rho,Atip,Vtip)
Sigma:    0.07579 CT/sigma:    0.09724

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.041 0.1288  79.94  0.600   0.0340  18.58  0.061  0.827 0.724   0.000  0.9945
  2 0.083 0.1886  68.84  0.600   0.0283  29.53  0.066  0.838 0.872   0.000  0.7269
  3 0.133 0.2372  57.48  0.600   0.0244  42.70  0.076  0.840 0.915   0.000  0.5685
  4 0.184 0.2566  48.41  0.600   0.0222  53.95  0.088  0.840 0.928   0.000  0.4443
  5 0.235 0.2572  41.45  0.600   0.0209  62.92  0.103  0.840 0.932   0.000  0.3490
  6 0.285 0.2485  36.10  0.600   0.0200  69.87  0.118  0.841 0.932   0.000  0.2776
  7 0.335 0.2356  31.96  0.600   0.0195  75.15  0.134  0.841 0.929   0.000  0.2242
  8 0.383 0.2214  28.69  0.600   0.0191  79.07  0.150  0.841 0.926   0.000  0.1839
  9 0.431 0.2072  26.06  0.600   0.0188  81.87  0.166  0.841 0.922   0.000  0.1530
 10 0.477 0.1934  23.93  0.600   0.0186  83.73  0.182  0.841 0.917   0.000  0.1289
 11 0.523 0.1804  22.16  0.600   0.0186  84.79  0.198  0.841 0.912   0.000  0.1099
 12 0.567 0.1682  20.69  0.600   0.0185  85.13  0.213  0.841 0.907   0.000  0.0945
 13 0.609 0.1567  19.45  0.600   0.0185  84.81  0.227  0.841 0.902   0.000  0.0819
 14 0.649 0.1459  18.39  0.600   0.0186  83.88  0.242  0.841 0.897   0.000  0.0715
 15 0.688 0.1356  17.48  0.600   0.0188  82.35  0.255  0.841 0.892   0.000  0.0627
 16 0.725 0.1257  16.70  0.600   0.0190  80.26  0.268  0.841 0.887   0.000  0.0552
 17 0.760 0.1162  16.03  0.600   0.0192  77.61  0.281  0.841 0.881   0.000  0.0487
 18 0.793 0.1070  15.44  0.600   0.0195  74.42  0.292  0.841 0.875   0.000  0.0429
 19 0.824 0.0980  14.93  0.600   0.0199  70.71  0.303  0.841 0.869   0.000  0.0379
 20 0.852 0.0892  14.49  0.600   0.0204  66.49  0.313  0.841 0.863   0.000  0.0333
 21 0.879 0.0805  14.10  0.600   0.0211  61.79  0.323  0.841 0.856   0.000  0.0292
 22 0.902 0.0719  13.77  0.600   0.0218  56.65  0.331  0.841 0.849   0.000  0.0254
 23 0.924 0.0634  13.49  0.600   0.0227  51.10  0.339  0.841 0.840   0.000  0.0219
 24 0.942 0.0550  13.24  0.600   0.0239  45.19  0.345  0.841 0.831   0.000  0.0186
 25 0.959 0.0467  13.04  0.600   0.0253  38.97  0.351  0.841 0.820   0.000  0.0155
 26 0.972 0.0384  12.88  0.600   0.0272  32.50  0.356  0.841 0.807   0.000  0.0126
 27 0.983 0.0302  12.75  0.600   0.0298  25.86  0.360  0.841 0.791   0.000  0.0098
 28 0.991 0.0222  12.66  0.600   0.0336  19.18  0.363  0.841 0.769   0.000  0.0071
 29 0.997 0.0147  12.59  0.600   0.0395  12.79  0.365  0.841 0.737   0.000  0.0047
 30 0.999 0.0092  12.56  0.600   0.0478   7.97  0.366  0.841 0.698   0.000  0.0029
