
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.03522
 no. blades :  3            radius(m)  :   0.0889     adv. ratio:     0.03418
 thrust(N)  :  0.674        power(W)   :   543.       torque(N-m):  0.826E-01
 Efficiency :  0.0248       speed(m/s) :   20.000     rpm        :  62855.992
 Eff induced:  0.9705       Eff ideal  :   0.9738     Area(m^2)  :    0.02481
 Tnacel(N)  :     0.0000    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.0593    Pvisc(W)   :   528.       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.10737      adv:    0.03418       AF:    0.504
   Ct:    0.00050       Cp:    0.00217  (by rho,Diam,N)
   Tc:    0.11067       Pc:    4.46338  (by rho,Atip,Vel)
   CT:    0.00006       CP:    0.00009  (by rho,Atip,Vtip)
Sigma:    0.00065 CT/sigma:    0.09962  heliFOM:    0.00412

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.044 0.0062  36.65  0.600   0.1263   1.23  0.096  0.885 0.658   0.000  0.0677
  2 0.084 0.0048  20.57  0.600   0.1153   1.55  0.156  0.945 0.631   0.000  0.0272
  3 0.134 0.0035  12.50  0.600   0.1110   1.70  0.237  0.961 0.559   0.000  0.0123
  4 0.184 0.0026   8.47  0.600   0.1095   1.76  0.323  0.965 0.494   0.000  0.0068
  5 0.235 0.0021   6.08  0.600   0.1088   1.79  0.409  0.967 0.440   0.000  0.0043
  6 0.285 0.0018   4.48  0.600   0.1085   1.80  0.494  0.968 0.397   0.000  0.0029
  7 0.335 0.0015   3.29  0.600   0.1123   1.81  0.579  0.969 0.353   0.000  0.0021
  8 0.383 0.0013   2.35  0.600   0.1470   1.82  0.663  0.969 0.266   0.000  0.0016
  9 0.431 0.0012   1.54  0.600   0.2446   1.82  0.744  0.970 0.161   0.000  0.0013
 10 0.478 0.0011   0.80  0.600   0.4321   1.82  0.824  0.970 0.088   0.000  0.0011
 11 0.523 0.0010   0.06  0.600   0.7313   1.82  0.902  0.970 0.048   0.000  0.0009
 12 0.567 0.0009  -0.85  0.600   1.1579   1.82  0.977  0.970 0.027   0.000  0.0008
 13 0.609 0.0008  -1.41  0.600   1.2820   1.83  1.050  0.970 0.023   0.000  0.0007
 14 0.650 0.0008  -1.62  0.600   1.2820   1.83  1.120  0.970 0.022   0.000  0.0006
 15 0.688 0.0007  -1.79  0.600   1.2820   1.83  1.186  0.970 0.021   0.000  0.0005
 16 0.725 0.0007  -1.94  0.600   1.2820   1.83  1.250  0.970 0.020   0.000  0.0005
 17 0.760 0.0007  -2.07  0.600   1.2820   1.83  1.310  0.970 0.019   0.000  0.0004
 18 0.793 0.0006  -2.18  0.600   1.2820   1.83  1.367  0.970 0.018   0.000  0.0004
 19 0.824 0.0006  -2.27  0.600   1.2820   1.83  1.419  0.970 0.018   0.000  0.0004
 20 0.852 0.0006  -2.35  0.600   1.2820   1.83  1.468  0.970 0.017   0.000  0.0003
 21 0.879 0.0006  -2.42  0.600   1.2821   1.82  1.513  0.970 0.017   0.000  0.0003
 22 0.902 0.0006  -2.48  0.600   1.2824   1.81  1.554  0.970 0.016   0.000  0.0003
 23 0.924 0.0005  -2.54  0.600   1.2831   1.78  1.591  0.970 0.016   0.000  0.0003
 24 0.942 0.0005  -2.58  0.600   1.2844   1.73  1.623  0.970 0.016   0.000  0.0003
 25 0.959 0.0005  -2.62  0.600   1.2871   1.63  1.651  0.970 0.016   0.000  0.0002
 26 0.972 0.0004  -2.64  0.600   1.2918   1.47  1.674  0.970 0.015   0.000  0.0002
 27 0.983 0.0004  -2.67  0.600   1.2998   1.25  1.693  0.970 0.015   0.000  0.0002
 28 0.991 0.0003  -2.68  0.600   1.3135   0.96  1.707  0.970 0.015   0.000  0.0001
 29 0.997 0.0002  -2.70  0.600   1.3378   0.64  1.716  0.970 0.014   0.000  0.0001
 30 0.999 0.0001  -2.70  0.600   1.3819   0.36  1.721  0.970 0.014   0.000  0.0000
