
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.17445
 no. blades :  3            radius(m)  :   0.1016     adv. ratio:     0.16284
 thrust(N)  :   1.47        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.2491       speed(m/s) :   20.000     rpm        :  11544.000
 Eff induced:  0.9334       Eff ideal  :   0.9575     Area(m^2)  :    0.03241
 Tnacel(N)  :     0.0001    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.3182    Pvisc(W)   :   80.0       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.51157      adv:    0.16284       AF:   20.768
   Ct:    0.01906       Cp:    0.03914  (by rho,Diam,N)
   Tc:    0.18543       Pc:    0.74450  (by rho,Atip,Vel)
   CT:    0.00246       CP:    0.00161  (by rho,Atip,Vtip)
Sigma:    0.03041 CT/sigma:    0.08085

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.041 0.0217  81.69  0.600   0.6720   3.13  0.061  0.859 2.984   0.000  0.2511
  2 0.083 0.0395  69.60  0.600   0.5113   6.20  0.066  0.914 0.572   0.000  0.2284
  3 0.133 0.0549  57.63  0.600   0.4237   9.91  0.076  0.926 0.047   0.000  0.1974
  4 0.184 0.0617  48.41  0.600   0.3799  13.02  0.089  0.930 0.239   0.000  0.1604
  5 0.235 0.0629  41.53  0.600   0.3550  15.43  0.103  0.931 0.312   0.000  0.1280
  6 0.285 0.0612  36.37  0.600   0.3395  17.25  0.118  0.932 0.340   0.000  0.1025
  7 0.335 0.0582  32.42  0.600   0.3294  18.61  0.134  0.932 0.348   0.000  0.0831
  8 0.383 0.0548  29.34  0.600   0.3224  19.62  0.150  0.933 0.346   0.000  0.0683
  9 0.431 0.0515  26.89  0.600   0.3176  20.37  0.166  0.933 0.340   0.000  0.0570
 10 0.477 0.0483  24.91  0.600   0.3143  20.92  0.182  0.933 0.332   0.000  0.0483
 11 0.523 0.0453  23.28  0.600   0.3120  21.30  0.198  0.933 0.323   0.000  0.0414
 12 0.567 0.0425  21.92  0.600   0.3106  21.55  0.213  0.933 0.314   0.000  0.0358
 13 0.609 0.0400  20.78  0.600   0.3099  21.66  0.228  0.933 0.304   0.000  0.0314
 14 0.649 0.0376  19.81  0.600   0.3100  21.66  0.242  0.933 0.295   0.000  0.0277
 15 0.688 0.0354  18.98  0.600   0.3107  21.53  0.255  0.933 0.285   0.000  0.0246
 16 0.725 0.0333  18.26  0.600   0.3122  21.27  0.269  0.933 0.277   0.000  0.0219
 17 0.760 0.0312  17.65  0.600   0.3146  20.87  0.281  0.933 0.268   0.000  0.0196
 18 0.793 0.0292  17.11  0.600   0.3180  20.31  0.292  0.933 0.259   0.000  0.0176
 19 0.824 0.0271  16.64  0.600   0.3227  19.58  0.303  0.933 0.250   0.000  0.0157
 20 0.852 0.0251  16.24  0.600   0.3288  18.69  0.313  0.933 0.241   0.000  0.0140
 21 0.879 0.0229  15.89  0.600   0.3367  17.61  0.323  0.933 0.232   0.000  0.0125
 22 0.902 0.0207  15.58  0.600   0.3469  16.35  0.331  0.933 0.223   0.000  0.0110
 23 0.924 0.0185  15.33  0.600   0.3598  14.92  0.339  0.933 0.212   0.000  0.0096
 24 0.942 0.0162  15.11  0.600   0.3764  13.32  0.345  0.933 0.201   0.000  0.0082
 25 0.959 0.0139  14.92  0.600   0.3981  11.58  0.351  0.933 0.189   0.000  0.0069
 26 0.972 0.0115  14.77  0.600   0.4271   9.72  0.356  0.933 0.176   0.000  0.0056
 27 0.983 0.0091  14.65  0.600   0.4674   7.76  0.360  0.933 0.160   0.000  0.0044
 28 0.991 0.0067  14.57  0.600   0.5270   5.75  0.363  0.933 0.141   0.000  0.0032
 29 0.997 0.0043  14.51  0.600   0.6234   3.77  0.365  0.933 0.118   0.000  0.0021
 30 0.999 0.0025  14.48  0.600   0.7756   2.19  0.366  0.933 0.092   0.000  0.0012
