
 ===========================================================================
 Ducted Potential Formulation Solution:  Designed blade                  
 Vdisk/Vslip:    1.10000                         Wake adv. ratio:    0.24459
 no. blades :  2            radius(m)  :   0.1270     adv. ratio:     0.19404
 thrust(N)  :   7.59        power(W)   :   225.       torque(N-m):  0.277    
 Efficiency :  0.6746       speed(m/s) :   20.000     rpm        :   7750.000
 Eff induced:  0.7933       Eff ideal  :   0.8814     Area(m^2)  :    0.05064
 Tnacel(N)  :     0.8375    Rhub(m)    :   0.0030     Rwake(m)   :    0.0035
 Tvisc(N)   :    -0.2147    Pvisc(W)   :   28.3       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.60960      adv:    0.19404       AF:  112.239
   Ct:    0.08914       Cp:    0.08055  (by rho,Diam,N)
   Tc:    0.61085       Pc:    0.90547  (by rho,Atip,Vel)
   CT:    0.01150       CP:    0.00331  (by rho,Atip,Vtip)
Sigma:    0.09313 CT/sigma:    0.12348

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.041 0.4121 107.72  0.600   0.0345 103.91  0.085 -1.524 1.184   0.000  3.2377
  2 0.082 0.4376  84.45  0.600   0.0345 103.91  0.080  0.183 0.016   0.000  1.6930
  3 0.133 0.4141  68.67  0.600   0.0345 103.91  0.084  0.547 0.818   0.000  0.9938
  4 0.184 0.3784  57.48  0.600   0.0345 103.91  0.092  0.658 0.872   0.000  0.6558
  5 0.235 0.3418  49.04  0.600   0.0345 103.91  0.102  0.704 0.887   0.000  0.4640
  6 0.285 0.3084  42.51  0.600   0.0345 103.91  0.113  0.728 0.891   0.000  0.3447
  7 0.334 0.2793  37.37  0.600   0.0345 103.91  0.125  0.742 0.890   0.000  0.2659
  8 0.383 0.2545  33.26  0.600   0.0345 103.91  0.137  0.751 0.887   0.000  0.2114
  9 0.431 0.2333  29.94  0.600   0.0345 103.91  0.150  0.757 0.883   0.000  0.1724
 10 0.477 0.2154  27.20  0.600   0.0345 103.91  0.162  0.761 0.878   0.000  0.1436
 11 0.523 0.2002  24.94  0.600   0.0345 103.91  0.175  0.764 0.873   0.000  0.1219
 12 0.567 0.1872  23.03  0.600   0.0345 103.91  0.187  0.766 0.867   0.000  0.1052
 13 0.609 0.1760  21.42  0.600   0.0345 103.91  0.199  0.768 0.862   0.000  0.0920
 14 0.649 0.1664  20.04  0.600   0.0345 103.91  0.210  0.769 0.856   0.000  0.0815
 15 0.688 0.1580  18.87  0.600   0.0345 103.91  0.221  0.770 0.851   0.000  0.0731
 16 0.725 0.1508  17.85  0.600   0.0345 103.91  0.232  0.771 0.846   0.000  0.0662
 17 0.760 0.1445  16.97  0.600   0.0345 103.91  0.242  0.772 0.841   0.000  0.0605
 18 0.793 0.1390  16.20  0.600   0.0345 103.91  0.251  0.773 0.837   0.000  0.0558
 19 0.824 0.1342  15.54  0.600   0.0345 103.91  0.260  0.773 0.833   0.000  0.0519
 20 0.852 0.1301  14.97  0.600   0.0345 103.91  0.269  0.773 0.829   0.000  0.0486
 21 0.879 0.1265  14.47  0.600   0.0345 103.91  0.276  0.774 0.825   0.000  0.0458
 22 0.902 0.1234  14.04  0.600   0.0345 103.91  0.283  0.774 0.822   0.000  0.0435
 23 0.924 0.1207  13.67  0.600   0.0345 103.91  0.289  0.774 0.819   0.000  0.0416
 24 0.942 0.1185  13.36  0.600   0.0345 103.91  0.295  0.774 0.816   0.000  0.0400
 25 0.959 0.1166  13.10  0.600   0.0345 103.91  0.300  0.775 0.814   0.000  0.0387
 26 0.972 0.1151  12.89  0.600   0.0345 103.91  0.304  0.775 0.812   0.000  0.0377
 27 0.983 0.1139  12.73  0.600   0.0345 103.91  0.307  0.775 0.811   0.000  0.0369
 28 0.991 0.1130  12.60  0.600   0.0345 103.91  0.309  0.775 0.810   0.000  0.0363
 29 0.997 0.1124  12.52  0.600   0.0345 103.91  0.311  0.775 0.809   0.000  0.0359
 30 0.999 0.1121  12.48  0.600   0.0345 103.91  0.312  0.775 0.809   0.000  0.0357
