
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.17456
 no. blades :  3            radius(m)  :   0.0889     adv. ratio:     0.10172
 thrust(N)  :   21.1        power(W)   :   814.       torque(N-m):  0.368    
 Efficiency :  0.5195       speed(m/s) :   20.000     rpm        :  21120.002
 Eff induced:  0.5827       Eff ideal  :   0.6422     Area(m^2)  :    0.02481
 Tnacel(N)  :     0.0051    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.1887    Pvisc(W)   :   81.8       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.31956      adv:    0.10172       AF:  133.641
   Ct:    0.13920       Cp:    0.08563  (by rho,Diam,N)
   Tc:    3.47119       Pc:    6.68201  (by rho,Atip,Vel)
   CT:    0.01796       CP:    0.00352  (by rho,Atip,Vtip)
Sigma:    0.19438 CT/sigma:    0.09239

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.044 0.2320  77.49  0.600   0.0323  30.53  0.063  0.531 0.761   0.000  2.5315
  2 0.084 0.3630  65.38  0.600   0.0254  55.92  0.074  0.568 0.893   0.000  2.0682
  3 0.134 0.4506  53.40  0.600   0.0212  87.85  0.094  0.577 0.929   0.000  1.6111
  4 0.184 0.4682  44.19  0.600   0.0190 114.86  0.118  0.580 0.939   0.000  1.2130
  5 0.235 0.4527  37.32  0.600   0.0178 135.87  0.144  0.581 0.940   0.000  0.9199
  6 0.285 0.4254  32.15  0.600   0.0170 151.77  0.171  0.581 0.939   0.000  0.7121
  7 0.335 0.3954  28.20  0.600   0.0165 163.68  0.199  0.582 0.936   0.000  0.5640
  8 0.383 0.3665  25.12  0.600   0.0162 172.57  0.226  0.582 0.933   0.000  0.4563
  9 0.431 0.3399  22.66  0.600   0.0159 179.15  0.253  0.582 0.928   0.000  0.3765
 10 0.478 0.3160  20.66  0.600   0.0158 183.95  0.280  0.582 0.924   0.000  0.3159
 11 0.523 0.2946  19.02  0.600   0.0157 187.31  0.305  0.582 0.919   0.000  0.2690
 12 0.567 0.2753  17.65  0.600   0.0156 189.45  0.331  0.582 0.915   0.000  0.2320
 13 0.609 0.2579  16.49  0.600   0.0155 190.47  0.355  0.582 0.910   0.000  0.2022
 14 0.650 0.2420  15.50  0.600   0.0155 190.43  0.378  0.582 0.906   0.000  0.1779
 15 0.688 0.2271  14.65  0.600   0.0156 189.29  0.400  0.582 0.901   0.000  0.1575
 16 0.725 0.2131  13.91  0.600   0.0157 187.00  0.422  0.582 0.896   0.000  0.1402
 17 0.760 0.1995  13.26  0.600   0.0158 183.45  0.442  0.582 0.892   0.000  0.1253
 18 0.793 0.1862  12.69  0.600   0.0160 178.54  0.461  0.583 0.887   0.000  0.1121
 19 0.824 0.1729  12.18  0.600   0.0162 172.18  0.478  0.583 0.882   0.000  0.1002
 20 0.852 0.1595  11.73  0.600   0.0167 164.28  0.495  0.583 0.876   0.000  0.0893
 21 0.879 0.1458  11.35  0.600   0.0176 154.79  0.510  0.583 0.866   0.000  0.0793
 22 0.902 0.1319  11.04  0.600   0.0190 143.73  0.523  0.583 0.854   0.000  0.0698
 23 0.924 0.1176  10.76  0.600   0.0210 131.14  0.536  0.583 0.838   0.000  0.0608
 24 0.942 0.1029  10.53  0.600   0.0235 117.12  0.547  0.583 0.819   0.000  0.0522
 25 0.959 0.0880  10.33  0.600   0.0265 101.82  0.556  0.583 0.798   0.000  0.0438
 26 0.972 0.0728  10.17  0.600   0.0299  85.42  0.564  0.583 0.776   0.000  0.0358
 27 0.983 0.0575  10.05  0.600   0.0337  68.19  0.570  0.583 0.752   0.000  0.0279
 28 0.991 0.0422   9.95  0.600   0.0382  50.51  0.575  0.583 0.726   0.000  0.0203
 29 0.997 0.0276   9.89  0.600   0.0441  33.18  0.578  0.583 0.695   0.000  0.0132
 30 0.999 0.0159   9.86  0.600   0.0523  19.22  0.579  0.583 0.657   0.000  0.0076
