
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.28688
 no. blades :  3            radius(m)  :   0.0762     adv. ratio:     0.21712
 thrust(N)  :   4.05        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.6841       speed(m/s) :   20.000     rpm        :  11544.001
 Eff induced:  0.7568       Eff ideal  :   0.8402     Area(m^2)  :    0.01822
 Tnacel(N)  :     0.0009    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.0773    Pvisc(W)   :   9.34       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.68209      adv:    0.21712       AF:  155.813
   Ct:    0.16542       Cp:    0.16494  (by rho,Diam,N)
   Tc:    0.90542       Pc:    1.32355  (by rho,Atip,Vel)
   CT:    0.02134       CP:    0.00677  (by rho,Atip,Vtip)
Sigma:    0.23448 CT/sigma:    0.09101

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.047 0.1079  81.68  0.600   0.0477  11.58  0.060  0.682 0.495   0.000  1.0899
  2 0.086 0.1798  74.26  0.600   0.0381  20.21  0.063  0.732 0.770   0.000  1.0024
  3 0.135 0.2698  65.66  0.600   0.0313  33.10  0.069  0.747 0.867   0.000  0.9570
  4 0.185 0.3360  57.94  0.600   0.0275  45.93  0.077  0.751 0.902   0.000  0.8668
  5 0.236 0.3745  51.35  0.600   0.0251  57.45  0.086  0.753 0.917   0.000  0.7592
  6 0.286 0.3918  45.85  0.600   0.0236  67.32  0.096  0.755 0.924   0.000  0.6548
  7 0.335 0.3946  41.28  0.600   0.0225  75.50  0.107  0.755 0.927   0.000  0.5621
  8 0.384 0.3884  37.49  0.600   0.0218  82.12  0.118  0.756 0.928   0.000  0.4832
  9 0.431 0.3768  34.33  0.600   0.0212  87.33  0.130  0.756 0.927   0.000  0.4170
 10 0.478 0.3621  31.68  0.600   0.0209  91.28  0.141  0.756 0.926   0.000  0.3618
 11 0.523 0.3457  29.43  0.600   0.0206  94.10  0.153  0.756 0.923   0.000  0.3155
 12 0.567 0.3285  27.53  0.600   0.0205  95.89  0.164  0.756 0.921   0.000  0.2767
 13 0.609 0.3109  25.90  0.600   0.0204  96.72  0.174  0.756 0.918   0.000  0.2437
 14 0.650 0.2932  24.49  0.600   0.0204  96.66  0.185  0.756 0.915   0.000  0.2154
 15 0.689 0.2754  23.28  0.600   0.0205  95.76  0.195  0.756 0.911   0.000  0.1910
 16 0.725 0.2578  22.23  0.600   0.0206  94.03  0.204  0.756 0.908   0.000  0.1697
 17 0.760 0.2402  21.32  0.600   0.0208  91.52  0.214  0.756 0.904   0.000  0.1508
 18 0.793 0.2226  20.52  0.600   0.0211  88.25  0.222  0.756 0.900   0.000  0.1340
 19 0.824 0.2051  19.83  0.600   0.0215  84.24  0.230  0.756 0.895   0.000  0.1188
 20 0.853 0.1875  19.23  0.600   0.0220  79.54  0.238  0.756 0.890   0.000  0.1050
 21 0.879 0.1700  18.70  0.600   0.0227  74.18  0.245  0.756 0.885   0.000  0.0924
 22 0.902 0.1524  18.25  0.600   0.0234  68.21  0.251  0.757 0.879   0.000  0.0806
 23 0.924 0.1348  17.86  0.600   0.0244  61.68  0.256  0.757 0.873   0.000  0.0697
 24 0.942 0.1172  17.54  0.600   0.0256  54.66  0.261  0.757 0.866   0.000  0.0594
 25 0.959 0.0996  17.26  0.600   0.0272  47.21  0.266  0.757 0.857   0.000  0.0496
 26 0.972 0.0820  17.04  0.600   0.0292  39.42  0.269  0.757 0.846   0.000  0.0403
 27 0.983 0.0647  16.86  0.600   0.0320  31.39  0.272  0.757 0.832   0.000  0.0314
 28 0.991 0.0476  16.73  0.600   0.0360  23.29  0.274  0.757 0.814   0.000  0.0229
 29 0.997 0.0315  16.65  0.600   0.0424  15.51  0.276  0.757 0.787   0.000  0.0151
 30 0.999 0.0195  16.61  0.600   0.0513   9.62  0.276  0.757 0.752   0.000  0.0093
