
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.24265
 no. blades :  2            radius(m)  :   0.1270     adv. ratio:     0.19404
 thrust(N)  :   8.20        power(W)   :   225.       torque(N-m):  0.277    
 Efficiency :  0.7286       speed(m/s) :   20.000     rpm        :   7750.000
 Eff induced:  0.7997       Eff ideal  :   0.8740     Area(m^2)  :    0.05064
 Tnacel(N)  :     0.0008    Rhub(m)    :   0.0030     Rwake(m)   :    0.0035
 Tvisc(N)   :    -0.1137    Pvisc(W)   :   17.2       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.60960      adv:    0.19404       AF:  131.037
   Ct:    0.09627       Cp:    0.08055  (by rho,Diam,N)
   Tc:    0.65968       Pc:    0.90547  (by rho,Atip,Vel)
   CT:    0.01242       CP:    0.00331  (by rho,Atip,Vtip)
Sigma:    0.12968 CT/sigma:    0.09577

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.041 0.1665  81.40  0.600   0.0327  29.73  0.060  0.747 0.662   0.000  1.3080
  2 0.082 0.2542  72.06  0.600   0.0269  48.17  0.064  0.787 0.854   0.000  0.9834
  3 0.133 0.3365  62.08  0.600   0.0231  70.96  0.071  0.795 0.910   0.000  0.8075
  4 0.184 0.3817  53.61  0.600   0.0209  91.39  0.081  0.797 0.930   0.000  0.6615
  5 0.235 0.3978  46.70  0.600   0.0195 108.49  0.092  0.798 0.937   0.000  0.5399
  6 0.285 0.3958  41.14  0.600   0.0186 122.28  0.104  0.799 0.940   0.000  0.4424
  7 0.334 0.3839  36.67  0.600   0.0179 133.12  0.117  0.799 0.940   0.000  0.3653
  8 0.383 0.3668  33.05  0.600   0.0175 141.38  0.130  0.799 0.938   0.000  0.3047
  9 0.431 0.3474  30.08  0.600   0.0172 147.42  0.143  0.799 0.936   0.000  0.2566
 10 0.477 0.3273  27.63  0.600   0.0170 151.52  0.156  0.799 0.933   0.000  0.2182
 11 0.523 0.3072  25.58  0.600   0.0169 153.93  0.168  0.799 0.930   0.000  0.1871
 12 0.567 0.2875  23.86  0.600   0.0169 154.81  0.181  0.799 0.927   0.000  0.1615
 13 0.609 0.2685  22.39  0.600   0.0169 154.31  0.193  0.799 0.923   0.000  0.1404
 14 0.649 0.2502  21.14  0.600   0.0170 152.53  0.205  0.799 0.920   0.000  0.1226
 15 0.688 0.2324  20.06  0.600   0.0171 149.57  0.216  0.799 0.916   0.000  0.1075
 16 0.725 0.2153  19.13  0.600   0.0173 145.50  0.227  0.799 0.912   0.000  0.0945
 17 0.760 0.1988  18.33  0.600   0.0176 140.37  0.237  0.800 0.907   0.000  0.0832
 18 0.793 0.1827  17.63  0.600   0.0179 134.26  0.247  0.800 0.903   0.000  0.0733
 19 0.824 0.1670  17.02  0.600   0.0183 127.22  0.256  0.800 0.898   0.000  0.0645
 20 0.852 0.1516  16.49  0.600   0.0187 119.32  0.265  0.800 0.893   0.000  0.0566
 21 0.879 0.1365  16.03  0.600   0.0193 110.61  0.272  0.800 0.888   0.000  0.0495
 22 0.902 0.1217  15.64  0.600   0.0200 101.17  0.279  0.800 0.882   0.000  0.0429
 23 0.924 0.1072  15.30  0.600   0.0209  91.08  0.286  0.800 0.875   0.000  0.0369
 24 0.942 0.0928  15.01  0.600   0.0220  80.40  0.291  0.800 0.867   0.000  0.0313
 25 0.959 0.0786  14.77  0.600   0.0233  69.25  0.296  0.800 0.858   0.000  0.0261
 26 0.972 0.0647  14.58  0.600   0.0251  57.72  0.300  0.800 0.848   0.000  0.0212
 27 0.983 0.0509  14.42  0.600   0.0275  45.95  0.303  0.800 0.834   0.000  0.0165
 28 0.991 0.0376  14.31  0.600   0.0309  34.18  0.306  0.800 0.816   0.000  0.0121
 29 0.997 0.0252  14.24  0.600   0.0362  23.04  0.307  0.800 0.790   0.000  0.0080
 30 0.999 0.0163  14.20  0.600   0.0430  14.97  0.308  0.800 0.759   0.000  0.0052
