
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.22925
 no. blades :  3            radius(m)  :   0.0762     adv. ratio:     0.11867
 thrust(N)  :   19.4        power(W)   :   814.       torque(N-m):  0.368    
 Efficiency :  0.4777       speed(m/s) :   20.000     rpm        :  21119.998
 Eff induced:  0.5177       Eff ideal  :   0.6039     Area(m^2)  :    0.01822
 Tnacel(N)  :     0.0082    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.1958    Pvisc(W)   :   55.3       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.37282      adv:    0.11867       AF:  236.212
   Ct:    0.23714       Cp:    0.18508  (by rho,Diam,N)
   Tc:    4.34458       Pc:    9.09495  (by rho,Atip,Vel)
   CT:    0.03059       CP:    0.00760  (by rho,Atip,Vtip)
Sigma:    0.34841 CT/sigma:    0.08781

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.047 0.3249  80.13  0.600   0.0302  36.15  0.062  0.467 0.724   0.000  3.2815
  2 0.086 0.4971  70.72  0.600   0.0243  62.05  0.070  0.500 0.876   0.000  2.7717
  3 0.135 0.6564  60.49  0.600   0.0202  99.00  0.085  0.511 0.924   0.000  2.3281
  4 0.185 0.7250  51.88  0.600   0.0179 133.76  0.103  0.514 0.940   0.000  1.8705
  5 0.236 0.7339  44.97  0.600   0.0165 163.32  0.125  0.515 0.946   0.000  1.4876
  6 0.286 0.7132  39.46  0.600   0.0156 187.40  0.147  0.516 0.948   0.000  1.1920
  7 0.335 0.6797  35.07  0.600   0.0150 206.58  0.170  0.516 0.948   0.000  0.9684
  8 0.384 0.6418  31.53  0.600   0.0146 221.58  0.193  0.517 0.947   0.000  0.7985
  9 0.431 0.6035  28.64  0.600   0.0143 233.08  0.216  0.517 0.945   0.000  0.6680
 10 0.478 0.5665  26.26  0.600   0.0141 241.63  0.239  0.517 0.942   0.000  0.5661
 11 0.523 0.5315  24.27  0.600   0.0140 247.64  0.261  0.517 0.940   0.000  0.4852
 12 0.567 0.4986  22.60  0.600   0.0139 251.40  0.283  0.517 0.937   0.000  0.4200
 13 0.609 0.4677  21.19  0.600   0.0139 253.10  0.303  0.517 0.934   0.000  0.3666
 14 0.650 0.4383  19.97  0.600   0.0139 252.84  0.323  0.517 0.931   0.000  0.3221
 15 0.689 0.4103  18.93  0.600   0.0139 250.67  0.342  0.517 0.928   0.000  0.2845
 16 0.725 0.3832  18.02  0.600   0.0140 246.61  0.361  0.517 0.924   0.000  0.2522
 17 0.760 0.3569  17.24  0.600   0.0142 240.64  0.378  0.517 0.921   0.000  0.2241
 18 0.793 0.3310  16.55  0.600   0.0143 232.75  0.394  0.517 0.917   0.000  0.1992
 19 0.824 0.3052  15.96  0.600   0.0146 222.94  0.409  0.517 0.913   0.000  0.1769
 20 0.853 0.2796  15.43  0.600   0.0149 211.23  0.423  0.517 0.909   0.000  0.1566
 21 0.879 0.2539  14.97  0.600   0.0153 197.68  0.436  0.517 0.905   0.000  0.1380
 22 0.902 0.2281  14.57  0.600   0.0158 182.36  0.448  0.517 0.900   0.000  0.1207
 23 0.924 0.2021  14.23  0.600   0.0164 165.40  0.459  0.517 0.894   0.000  0.1045
 24 0.942 0.1760  13.93  0.600   0.0172 146.94  0.468  0.517 0.888   0.000  0.0892
 25 0.959 0.1498  13.68  0.600   0.0183 127.18  0.476  0.517 0.881   0.000  0.0746
 26 0.972 0.1235  13.48  0.600   0.0197 106.34  0.482  0.517 0.871   0.000  0.0607
 27 0.983 0.0973  13.32  0.600   0.0216  84.72  0.488  0.517 0.859   0.000  0.0473
 28 0.991 0.0715  13.20  0.600   0.0244  62.77  0.492  0.517 0.843   0.000  0.0344
 29 0.997 0.0470  13.12  0.600   0.0288  41.48  0.495  0.517 0.818   0.000  0.0225
 30 0.999 0.0281  13.08  0.600   0.0353  24.85  0.496  0.517 0.785   0.000  0.0134
