
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.37888
 no. blades :  2            radius(m)  :   0.0635     adv. ratio:     0.26054
 thrust(N)  :   2.31        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.3896       speed(m/s) :   20.000     rpm        :  11543.999
 Eff induced:  0.6876       Eff ideal  :   0.8620     Area(m^2)  :    0.01265
 Tnacel(N)  :     0.0017    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.4905    Pvisc(W)   :   37.1       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.81850      adv:    0.26054       AF:  333.656
   Ct:    0.19536       Cp:    0.41042  (by rho,Diam,N)
   Tc:    0.74256       Pc:    1.90592  (by rho,Atip,Vel)
   CT:    0.02520       CP:    0.01685  (by rho,Atip,Vtip)
Sigma:    0.33544 CT/sigma:    0.07513

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.052 0.3917  87.46  0.600   0.2561  34.89  0.060  0.612-2.144   0.000  2.3790
  2 0.089 0.4969  82.00  0.600   0.2299  45.69  0.062  0.658-0.618   0.000  1.7865
  3 0.136 0.6423  75.25  0.600   0.2024  62.83  0.066  0.675 0.050   0.000  1.4988
  4 0.186 0.7570  68.80  0.600   0.1835  80.32  0.071  0.681 0.327   0.000  1.2933
  5 0.237 0.8292  62.98  0.600   0.1706  96.40  0.078  0.683 0.462   0.000  1.1160
  6 0.286 0.8644  57.85  0.600   0.1615 110.44  0.086  0.685 0.535   0.000  0.9606
  7 0.336 0.8718  53.38  0.600   0.1551 122.25  0.094  0.685 0.576   0.000  0.8265
  8 0.384 0.8600  49.51  0.600   0.1505 131.82  0.103  0.686 0.600   0.000  0.7123
  9 0.432 0.8354  46.17  0.600   0.1472 139.24  0.112  0.686 0.613   0.000  0.6158
 10 0.478 0.8028  43.29  0.600   0.1450 144.64  0.121  0.686 0.620   0.000  0.5343
 11 0.523 0.7652  40.79  0.600   0.1436 148.18  0.130  0.687 0.621   0.000  0.4654
 12 0.567 0.7248  38.63  0.600   0.1429 149.98  0.139  0.687 0.620   0.000  0.4068
 13 0.609 0.6829  36.75  0.600   0.1429 150.20  0.148  0.687 0.616   0.000  0.3567
 14 0.650 0.6405  35.11  0.600   0.1433 148.95  0.156  0.687 0.611   0.000  0.3137
 15 0.689 0.5980  33.68  0.600   0.1443 146.36  0.165  0.687 0.604   0.000  0.2764
 16 0.726 0.5558  32.43  0.600   0.1459 142.52  0.172  0.687 0.596   0.000  0.2438
 17 0.761 0.5141  31.33  0.600   0.1480 137.56  0.180  0.687 0.587   0.000  0.2152
 18 0.793 0.4731  30.37  0.600   0.1506 131.55  0.187  0.687 0.577   0.000  0.1898
 19 0.824 0.4327  29.52  0.600   0.1539 124.59  0.194  0.687 0.566   0.000  0.1671
 20 0.853 0.3930  28.79  0.600   0.1580 116.76  0.200  0.687 0.554   0.000  0.1467
 21 0.879 0.3540  28.15  0.600   0.1629 108.15  0.205  0.687 0.542   0.000  0.1282
 22 0.902 0.3156  27.59  0.600   0.1689  98.85  0.211  0.687 0.528   0.000  0.1113
 23 0.924 0.2778  27.11  0.600   0.1762  88.94  0.215  0.687 0.513   0.000  0.0957
 24 0.942 0.2407  26.71  0.600   0.1852  78.51  0.219  0.687 0.496   0.000  0.0813
 25 0.959 0.2041  26.37  0.600   0.1965  67.65  0.223  0.687 0.476   0.000  0.0678
 26 0.972 0.1681  26.09  0.600   0.2113  56.47  0.226  0.687 0.453   0.000  0.0551
 27 0.983 0.1329  25.88  0.600   0.2311  45.12  0.228  0.687 0.426   0.000  0.0431
 28 0.991 0.0991  25.72  0.600   0.2592  33.88  0.230  0.687 0.392   0.000  0.0318
 29 0.997 0.0686  25.61  0.600   0.2996  23.59  0.231  0.687 0.350   0.000  0.0219
 30 0.999 0.0483  25.56  0.600   0.3442  16.66  0.232  0.687 0.311   0.000  0.0154
