
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.14462
 no. blades :  2            radius(m)  :   0.1270     adv. ratio:     0.13027
 thrust(N)  :   4.35        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.7345       speed(m/s) :   20.000     rpm        :  11543.999
 Eff induced:  0.9008       Eff ideal  :   0.9251     Area(m^2)  :    0.05066
 Tnacel(N)  :     0.0000    Rhub(m)    :   0.0020     Rwake(m)   :    0.0021
 Tvisc(N)   :    -0.0565    Pvisc(W)   :   20.6       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.40925      adv:    0.13027       AF:   31.124
   Ct:    0.02302       Cp:    0.01283  (by rho,Diam,N)
   Tc:    0.34999       Pc:    0.47648  (by rho,Atip,Vel)
   CT:    0.00297       CP:    0.00053  (by rho,Atip,Vtip)
Sigma:    0.03021 CT/sigma:    0.09830

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.035 0.0595  77.00  0.600   0.0490  10.78  0.061  0.892 0.652   0.000  0.5353
  2 0.080 0.0971  61.71  0.600   0.0384  19.92  0.069  0.899 0.854   0.000  0.3851
  3 0.131 0.1166  48.44  0.600   0.0330  28.95  0.083  0.900 0.895   0.000  0.2824
  4 0.183 0.1189  39.05  0.600   0.0303  35.80  0.101  0.901 0.902   0.000  0.2069
  5 0.234 0.1136  32.43  0.600   0.0288  40.81  0.121  0.901 0.900   0.000  0.1546
  6 0.284 0.1059  27.65  0.600   0.0278  44.43  0.141  0.901 0.895   0.000  0.1185
  7 0.334 0.0978  24.09  0.600   0.0272  47.05  0.162  0.901 0.887   0.000  0.0932
  8 0.383 0.0901  21.36  0.600   0.0268  48.93  0.183  0.901 0.879   0.000  0.0749
  9 0.431 0.0832  19.22  0.600   0.0265  50.24  0.203  0.901 0.871   0.000  0.0615
 10 0.477 0.0769  17.50  0.600   0.0263  51.10  0.223  0.901 0.862   0.000  0.0513
 11 0.522 0.0714  16.09  0.600   0.0262  51.59  0.243  0.901 0.853   0.000  0.0435
 12 0.566 0.0663  14.93  0.600   0.0262  51.76  0.262  0.901 0.845   0.000  0.0373
 13 0.609 0.0618  13.95  0.600   0.0262  51.62  0.281  0.901 0.836   0.000  0.0323
 14 0.649 0.0576  13.12  0.600   0.0263  51.19  0.299  0.901 0.827   0.000  0.0282
 15 0.688 0.0537  12.41  0.600   0.0264  50.46  0.316  0.901 0.819   0.000  0.0248
 16 0.725 0.0500  11.80  0.600   0.0267  49.42  0.333  0.901 0.810   0.000  0.0219
 17 0.760 0.0464  11.27  0.600   0.0270  48.06  0.348  0.901 0.802   0.000  0.0194
 18 0.793 0.0430  10.81  0.600   0.0274  46.37  0.363  0.901 0.793   0.000  0.0172
 19 0.824 0.0396  10.41  0.600   0.0279  44.33  0.377  0.901 0.784   0.000  0.0153
 20 0.852 0.0362  10.07  0.600   0.0285  41.94  0.389  0.901 0.775   0.000  0.0135
 21 0.879 0.0329   9.77  0.600   0.0293  39.21  0.401  0.901 0.765   0.000  0.0119
 22 0.902 0.0295   9.51  0.600   0.0302  36.14  0.412  0.901 0.755   0.000  0.0104
 23 0.924 0.0262   9.28  0.600   0.0314  32.76  0.421  0.901 0.743   0.000  0.0090
 24 0.942 0.0228   9.09  0.600   0.0330  29.10  0.430  0.901 0.730   0.000  0.0077
 25 0.959 0.0194   8.92  0.600   0.0349  25.18  0.437  0.901 0.715   0.000  0.0064
 26 0.972 0.0160   8.79  0.600   0.0375  21.05  0.443  0.901 0.697   0.000  0.0052
 27 0.983 0.0126   8.69  0.600   0.0411  16.76  0.448  0.901 0.675   0.000  0.0041
 28 0.991 0.0092   8.61  0.600   0.0463  12.41  0.451  0.901 0.646   0.000  0.0030
 29 0.997 0.0061   8.56  0.600   0.0547   8.19  0.454  0.901 0.606   0.000  0.0019
 30 0.999 0.0036   8.53  0.600   0.0673   4.88  0.455  0.901 0.554   0.000  0.0011
