
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.28751
 no. blades :  3            radius(m)  :   0.0762     adv. ratio:     0.21712
 thrust(N)  :   4.10        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.6921       speed(m/s) :   20.000     rpm        :  11544.001
 Eff induced:  0.7552       Eff ideal  :   0.8388     Area(m^2)  :    0.01822
 Tnacel(N)  :     0.0010    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.0672    Pvisc(W)   :   8.10       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.68209      adv:    0.21712       AF:  157.329
   Ct:    0.16737       Cp:    0.16494  (by rho,Diam,N)
   Tc:    0.91608       Pc:    1.32355  (by rho,Atip,Vel)
   CT:    0.02159       CP:    0.00677  (by rho,Atip,Vtip)
Sigma:    0.23678 CT/sigma:    0.09119

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.047 0.1088  82.90  0.600   0.0410  11.67  0.060  0.681 0.564   0.000  1.0988
  2 0.086 0.1813  75.49  0.600   0.0328  20.38  0.063  0.730 0.802   0.000  1.0108
  3 0.135 0.2722  66.90  0.600   0.0269  33.38  0.069  0.745 0.885   0.000  0.9652
  4 0.185 0.3390  59.19  0.600   0.0236  46.33  0.077  0.750 0.916   0.000  0.8745
  5 0.236 0.3780  52.61  0.600   0.0216  57.97  0.086  0.752 0.929   0.000  0.7661
  6 0.286 0.3954  47.11  0.600   0.0203  67.93  0.096  0.753 0.935   0.000  0.6609
  7 0.335 0.3983  42.54  0.600   0.0194  76.20  0.107  0.753 0.937   0.000  0.5675
  8 0.384 0.3921  38.74  0.600   0.0187  82.89  0.118  0.754 0.938   0.000  0.4878
  9 0.431 0.3804  35.58  0.600   0.0183  88.16  0.130  0.754 0.937   0.000  0.4210
 10 0.478 0.3656  32.92  0.600   0.0179  92.16  0.141  0.754 0.936   0.000  0.3653
 11 0.523 0.3491  30.67  0.600   0.0177  95.01  0.153  0.754 0.934   0.000  0.3186
 12 0.567 0.3317  28.76  0.600   0.0176  96.82  0.164  0.755 0.931   0.000  0.2794
 13 0.609 0.3139  27.13  0.600   0.0175  97.66  0.174  0.755 0.929   0.000  0.2461
 14 0.650 0.2960  25.72  0.600   0.0175  97.61  0.185  0.755 0.926   0.000  0.2176
 15 0.689 0.2781  24.50  0.600   0.0176  96.69  0.195  0.755 0.923   0.000  0.1929
 16 0.725 0.2603  23.45  0.600   0.0177  94.95  0.204  0.755 0.920   0.000  0.1713
 17 0.760 0.2425  22.53  0.600   0.0179  92.41  0.214  0.755 0.916   0.000  0.1523
 18 0.793 0.2248  21.73  0.600   0.0182  89.10  0.222  0.755 0.913   0.000  0.1353
 19 0.824 0.2071  21.04  0.600   0.0185  85.06  0.230  0.755 0.909   0.000  0.1200
 20 0.853 0.1894  20.43  0.600   0.0190  80.31  0.238  0.755 0.905   0.000  0.1061
 21 0.879 0.1716  19.90  0.600   0.0195  74.89  0.245  0.755 0.900   0.000  0.0933
 22 0.902 0.1539  19.45  0.600   0.0202  68.86  0.251  0.755 0.895   0.000  0.0814
 23 0.924 0.1361  19.06  0.600   0.0210  62.27  0.256  0.755 0.889   0.000  0.0703
 24 0.942 0.1183  18.73  0.600   0.0220  55.18  0.261  0.755 0.883   0.000  0.0599
 25 0.959 0.1005  18.45  0.600   0.0234  47.66  0.266  0.755 0.875   0.000  0.0501
 26 0.972 0.0828  18.23  0.600   0.0251  39.80  0.269  0.755 0.865   0.000  0.0407
 27 0.983 0.0653  18.05  0.600   0.0275  31.69  0.272  0.755 0.853   0.000  0.0317
 28 0.991 0.0480  17.92  0.600   0.0310  23.52  0.274  0.755 0.836   0.000  0.0231
 29 0.997 0.0318  17.84  0.600   0.0365  15.66  0.276  0.755 0.812   0.000  0.0152
 30 0.999 0.0197  17.79  0.600   0.0441   9.71  0.276  0.755 0.780   0.000  0.0094
