
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.35428
 no. blades :  3            radius(m)  :   0.0635     adv. ratio:     0.26054
 thrust(N)  :   2.22        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.3743       speed(m/s) :   20.000     rpm        :  11543.999
 Eff induced:  0.7354       Eff ideal  :   0.8662     Area(m^2)  :    0.01265
 Tnacel(N)  :     0.0011    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.5277    Pvisc(W)   :   43.8       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.81850      adv:    0.26054       AF:  216.561
   Ct:    0.18768       Cp:    0.41042  (by rho,Diam,N)
   Tc:    0.71336       Pc:    1.90592  (by rho,Atip,Vel)
   CT:    0.02421       CP:    0.01685  (by rho,Atip,Vtip)
Sigma:    0.32945 CT/sigma:    0.07349

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.052 0.1341  86.85  0.600   0.3932  11.95  0.060  0.655 3.321   0.000  1.2217
  2 0.089 0.2040  81.08  0.600   0.3281  18.78  0.062  0.703 1.077   0.000  1.1002
  3 0.136 0.3061  73.96  0.600   0.2720  30.02  0.066  0.722 0.157   0.000  1.0714
  4 0.186 0.3934  67.23  0.600   0.2380  41.91  0.072  0.728 0.202   0.000  1.0081
  5 0.237 0.4546  61.22  0.600   0.2165  53.11  0.079  0.731 0.370   0.000  0.9176
  6 0.286 0.4912  55.97  0.600   0.2021  63.11  0.086  0.732 0.458   0.000  0.8187
  7 0.336 0.5084  51.46  0.600   0.1920  71.70  0.095  0.733 0.508   0.000  0.7229
  8 0.384 0.5116  47.58  0.600   0.1848  78.86  0.104  0.734 0.537   0.000  0.6357
  9 0.432 0.5051  44.27  0.600   0.1797  84.65  0.113  0.734 0.553   0.000  0.5585
 10 0.478 0.4922  41.42  0.600   0.1760  89.13  0.122  0.734 0.561   0.000  0.4914
 11 0.523 0.4749  38.98  0.600   0.1735  92.39  0.131  0.734 0.564   0.000  0.4332
 12 0.567 0.4548  36.87  0.600   0.1719  94.53  0.140  0.734 0.563   0.000  0.3829
 13 0.609 0.4329  35.05  0.600   0.1711  95.61  0.149  0.735 0.560   0.000  0.3392
 14 0.650 0.4099  33.46  0.600   0.1711  95.70  0.157  0.735 0.555   0.000  0.3011
 15 0.689 0.3861  32.08  0.600   0.1717  94.85  0.165  0.735 0.548   0.000  0.2677
 16 0.726 0.3619  30.87  0.600   0.1730  93.12  0.173  0.735 0.540   0.000  0.2381
 17 0.761 0.3374  29.82  0.600   0.1749  90.56  0.180  0.735 0.532   0.000  0.2118
 18 0.793 0.3127  28.90  0.600   0.1775  87.22  0.188  0.735 0.522   0.000  0.1882
 19 0.824 0.2879  28.09  0.600   0.1810  83.14  0.194  0.735 0.511   0.000  0.1668
 20 0.853 0.2631  27.39  0.600   0.1853  78.38  0.200  0.735 0.500   0.000  0.1473
 21 0.879 0.2382  26.78  0.600   0.1907  72.98  0.206  0.735 0.488   0.000  0.1294
 22 0.902 0.2134  26.25  0.600   0.1973  67.00  0.211  0.735 0.474   0.000  0.1129
 23 0.924 0.1886  25.79  0.600   0.2055  60.50  0.216  0.735 0.459   0.000  0.0975
 24 0.942 0.1638  25.41  0.600   0.2158  53.56  0.220  0.735 0.442   0.000  0.0830
 25 0.959 0.1391  25.08  0.600   0.2289  46.22  0.223  0.735 0.423   0.000  0.0693
 26 0.972 0.1146  24.82  0.600   0.2460  38.59  0.226  0.735 0.400   0.000  0.0563
 27 0.983 0.0904  24.61  0.600   0.2694  30.75  0.229  0.735 0.373   0.000  0.0439
 28 0.991 0.0667  24.46  0.600   0.3033  22.87  0.231  0.735 0.339   0.000  0.0321
 29 0.997 0.0446  24.36  0.600   0.3555  15.38  0.232  0.735 0.296   0.000  0.0214
 30 0.999 0.0286  24.31  0.600   0.4243   9.88  0.232  0.735 0.250   0.000  0.0137
