
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.22780
 no. blades :  3            radius(m)  :   0.0889     adv. ratio:     0.18610
 thrust(N)  :   4.20        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.7091       speed(m/s) :   20.000     rpm        :  11544.000
 Eff induced:  0.8169       Eff ideal  :   0.8696     Area(m^2)  :    0.02481
 Tnacel(N)  :     0.0005    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.0790    Pvisc(W)   :   13.7       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.58465      adv:    0.18610       AF:   85.810
   Ct:    0.09256       Cp:    0.07631  (by rho,Diam,N)
   Tc:    0.68953       Pc:    0.97241  (by rho,Atip,Vel)
   CT:    0.01194       CP:    0.00313  (by rho,Atip,Vtip)
Sigma:    0.12761 CT/sigma:    0.09357

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.044 0.0705  77.15  0.600   0.0574   8.86  0.060  0.745 0.483   0.000  0.7692
  2 0.084 0.1248  67.70  0.600   0.0445  16.72  0.064  0.796 0.776   0.000  0.7113
  3 0.134 0.1826  57.46  0.600   0.0366  27.40  0.072  0.809 0.865   0.000  0.6528
  4 0.184 0.2174  48.84  0.600   0.0323  37.28  0.082  0.813 0.894   0.000  0.5633
  5 0.235 0.2325  41.91  0.600   0.0298  45.63  0.094  0.814 0.905   0.000  0.4724
  6 0.285 0.2349  36.41  0.600   0.0282  52.40  0.107  0.815 0.909   0.000  0.3932
  7 0.335 0.2302  32.02  0.600   0.0271  57.77  0.121  0.816 0.909   0.000  0.3283
  8 0.383 0.2217  28.50  0.600   0.0264  61.96  0.134  0.816 0.907   0.000  0.2761
  9 0.431 0.2116  25.63  0.600   0.0259  65.18  0.148  0.816 0.904   0.000  0.2343
 10 0.478 0.2008  23.27  0.600   0.0255  67.56  0.162  0.816 0.900   0.000  0.2008
 11 0.523 0.1900  21.30  0.600   0.0253  69.24  0.175  0.816 0.895   0.000  0.1735
 12 0.567 0.1795  19.65  0.600   0.0251  70.29  0.188  0.816 0.891   0.000  0.1512
 13 0.609 0.1692  18.26  0.600   0.0250  70.76  0.201  0.816 0.886   0.000  0.1327
 14 0.650 0.1593  17.07  0.600   0.0250  70.69  0.213  0.817 0.881   0.000  0.1171
 15 0.688 0.1496  16.04  0.600   0.0251  70.09  0.225  0.817 0.875   0.000  0.1038
 16 0.725 0.1401  15.16  0.600   0.0253  68.96  0.236  0.817 0.870   0.000  0.0922
 17 0.760 0.1308  14.40  0.600   0.0255  67.30  0.247  0.817 0.864   0.000  0.0821
 18 0.793 0.1216  13.73  0.600   0.0259  65.10  0.257  0.817 0.859   0.000  0.0732
 19 0.824 0.1123  13.16  0.600   0.0263  62.37  0.267  0.817 0.853   0.000  0.0651
 20 0.852 0.1030  12.66  0.600   0.0269  59.10  0.276  0.817 0.846   0.000  0.0577
 21 0.879 0.0937  12.22  0.600   0.0276  55.32  0.284  0.817 0.839   0.000  0.0509
 22 0.902 0.0843  11.85  0.600   0.0285  51.04  0.291  0.817 0.831   0.000  0.0446
 23 0.924 0.0747  11.53  0.600   0.0297  46.30  0.298  0.817 0.823   0.000  0.0386
 24 0.942 0.0651  11.26  0.600   0.0311  41.13  0.303  0.817 0.813   0.000  0.0330
 25 0.959 0.0555  11.04  0.600   0.0329  35.60  0.308  0.817 0.802   0.000  0.0276
 26 0.972 0.0458  10.85  0.600   0.0354  29.77  0.313  0.817 0.788   0.000  0.0225
 27 0.983 0.0361  10.71  0.600   0.0387  23.72  0.316  0.817 0.770   0.000  0.0175
 28 0.991 0.0265  10.60  0.600   0.0437  17.57  0.318  0.817 0.747   0.000  0.0128
 29 0.997 0.0174  10.53  0.600   0.0515  11.61  0.320  0.817 0.713   0.000  0.0083
 30 0.999 0.0104  10.50  0.600   0.0633   6.95  0.321  0.817 0.667   0.000  0.0050
