
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.02423
 no. blades :  2            radius(m)  :   0.1270     adv. ratio:     0.02392
 thrust(N)  :  0.588        power(W)   :   543.       torque(N-m):  0.826E-01
 Efficiency :  0.0216       speed(m/s) :   20.000     rpm        :  62856.000
 Eff induced:  0.9874       Eff ideal  :   0.9884     Area(m^2)  :    0.05066
 Tnacel(N)  :     0.0000    Rhub(m)    :   0.0020     Rwake(m)   :    0.0021
 Tvisc(N)   :    -0.0334    Pvisc(W)   :   531.       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.07516      adv:    0.02392       AF:    0.153
   Ct:    0.00010       Cp:    0.00036  (by rho,Diam,N)
   Tc:    0.04731       Pc:    2.18705  (by rho,Atip,Vel)
   CT:    0.00001       CP:    0.00001  (by rho,Atip,Vtip)
Sigma:    0.00013 CT/sigma:    0.10271  heliFOM:    0.00235

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.035 0.0027  36.33  0.600   0.1181   0.83  0.105  0.978 0.672   0.000  0.0239
  2 0.080 0.0017  18.63  0.600   0.1083   1.03  0.206  0.986 0.592   0.000  0.0067
  3 0.131 0.0011  12.10  0.600   0.1057   1.10  0.329  0.987 0.495   0.000  0.0027
  4 0.183 0.0008   8.95  0.600   0.1049   1.12  0.453  0.987 0.421   0.000  0.0014
  5 0.234 0.0007   6.95  0.600   0.1047   1.12  0.578  0.987 0.366   0.000  0.0009
  6 0.284 0.0005   5.41  0.600   0.1379   1.13  0.702  0.987 0.265   0.000  0.0006
  7 0.334 0.0005   3.98  0.600   0.3045   1.13  0.823  0.987 0.120   0.000  0.0004
  8 0.383 0.0004   2.31  0.600   0.7031   1.13  0.943  0.987 0.047   0.000  0.0003
  9 0.431 0.0004   0.78  0.600   0.9743   1.13  1.060  0.987 0.030   0.000  0.0003
 10 0.477 0.0003   0.46  0.600   0.9742   1.13  1.175  0.987 0.028   0.000  0.0002
 11 0.522 0.0003   0.21  0.600   0.9742   1.13  1.286  0.987 0.026   0.000  0.0002
 12 0.566 0.0003   0.01  0.600   0.9742   1.14  1.394  0.987 0.024   0.000  0.0002
 13 0.609 0.0003  -0.16  0.600   0.9742   1.14  1.498  0.987 0.022   0.000  0.0001
 14 0.649 0.0002  -0.31  0.600   0.9742   1.14  1.598  0.987 0.021   0.000  0.0001
 15 0.688 0.0002  -0.43  0.600   0.9742   1.14  1.693  0.987 0.020   0.000  0.0001
 16 0.725 0.0002  -0.53  0.600   0.9742   1.14  1.784  0.987 0.019   0.000  0.0001
 17 0.760 0.0002  -0.62  0.600   0.9742   1.14  1.870  0.987 0.018   0.000  0.0001
 18 0.793 0.0002  -0.69  0.600   0.9742   1.14  1.951  0.987 0.018   0.000  0.0001
 19 0.824 0.0002  -0.76  0.600   0.9742   1.14  2.027  0.987 0.017   0.000  0.0001
 20 0.852 0.0002  -0.81  0.600   0.9742   1.13  2.097  0.987 0.016   0.000  0.0001
 21 0.879 0.0002  -0.86  0.600   0.9743   1.13  2.161  0.987 0.016   0.000  0.0001
 22 0.902 0.0002  -0.90  0.600   0.9747   1.12  2.219  0.987 0.016   0.000  0.0001
 23 0.924 0.0002  -0.94  0.600   0.9753   1.10  2.272  0.987 0.015   0.000  0.0001
 24 0.942 0.0002  -0.97  0.600   0.9768   1.07  2.318  0.987 0.015   0.000  0.0001
 25 0.959 0.0001  -0.99  0.600   0.9794   1.00  2.357  0.987 0.015   0.000  0.0000
 26 0.972 0.0001  -1.01  0.600   0.9841   0.91  2.391  0.987 0.014   0.000  0.0000
 27 0.983 0.0001  -1.03  0.600   0.9920   0.77  2.417  0.987 0.014   0.000  0.0000
 28 0.991 0.0001  -1.04  0.600   1.0053   0.59  2.438  0.987 0.014   0.000  0.0000
 29 0.997 0.0001  -1.05  0.600   1.0290   0.39  2.451  0.987 0.013   0.000  0.0000
 30 0.999 0.0000  -1.05  0.600   1.0719   0.22  2.458  0.987 0.013   0.000  0.0000
