
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.03040
 no. blades :  2            radius(m)  :   0.1016     adv. ratio:     0.02991
 thrust(N)  :  0.461        power(W)   :   543.       torque(N-m):  0.826E-01
 Efficiency :  0.0170       speed(m/s) :   20.000     rpm        :  62855.992
 Eff induced:  0.9837       Eff ideal  :   0.9859     Area(m^2)  :    0.03241
 Tnacel(N)  :     0.0000    Rhub(m)    :   0.0025     Rwake(m)   :    0.0026
 Tvisc(N)   :    -0.0481    Pvisc(W)   :   533.       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.09395      adv:    0.02991       AF:    0.306
   Ct:    0.00020       Cp:    0.00111  (by rho,Diam,N)
   Tc:    0.05802       Pc:    3.41727  (by rho,Atip,Vel)
   CT:    0.00003       CP:    0.00005  (by rho,Atip,Vtip)
Sigma:    0.00027 CT/sigma:    0.09733  heliFOM:    0.00204

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.041 0.0044  37.12  0.600   0.1241   1.06  0.100  0.967 0.662   0.000  0.0343
  2 0.083 0.0031  20.88  0.600   0.1148   1.28  0.173  0.980 0.612   0.000  0.0120
  3 0.133 0.0022  13.49  0.600   0.1113   1.39  0.268  0.982 0.529   0.000  0.0052
  4 0.184 0.0016   9.86  0.600   0.1100   1.43  0.366  0.983 0.460   0.000  0.0028
  5 0.235 0.0013   7.65  0.600   0.1095   1.45  0.465  0.983 0.405   0.000  0.0018
  6 0.285 0.0011   6.08  0.600   0.1176   1.46  0.563  0.983 0.345   0.000  0.0012
  7 0.335 0.0009   4.91  0.600   0.1793   1.46  0.661  0.984 0.227   0.000  0.0009
  8 0.383 0.0008   3.91  0.600   0.3453   1.46  0.756  0.984 0.116   0.000  0.0007
  9 0.431 0.0007   2.95  0.600   0.6601   1.47  0.850  0.984 0.056   0.000  0.0005
 10 0.477 0.0007   1.88  0.600   1.1599   1.47  0.941  0.984 0.028   0.000  0.0004
 11 0.523 0.0006   0.71  0.600   1.5632   1.47  1.030  0.984 0.019   0.000  0.0004
 12 0.567 0.0006   0.45  0.600   1.5632   1.47  1.116  0.984 0.017   0.000  0.0003
 13 0.609 0.0005   0.24  0.600   1.5632   1.47  1.199  0.984 0.016   0.000  0.0003
 14 0.649 0.0005   0.06  0.600   1.5632   1.47  1.279  0.984 0.015   0.000  0.0002
 15 0.688 0.0005  -0.09  0.600   1.5631   1.47  1.355  0.984 0.015   0.000  0.0002
 16 0.725 0.0004  -0.22  0.600   1.5631   1.47  1.428  0.984 0.014   0.000  0.0002
 17 0.760 0.0004  -0.33  0.600   1.5631   1.47  1.497  0.984 0.014   0.000  0.0002
 18 0.793 0.0004  -0.43  0.600   1.5632   1.47  1.561  0.984 0.013   0.000  0.0002
 19 0.824 0.0004  -0.51  0.600   1.5632   1.47  1.622  0.984 0.013   0.000  0.0001
 20 0.852 0.0004  -0.58  0.600   1.5634   1.46  1.678  0.984 0.012   0.000  0.0001
 21 0.879 0.0004  -0.64  0.600   1.5637   1.45  1.729  0.984 0.012   0.000  0.0001
 22 0.902 0.0003  -0.69  0.600   1.5643   1.43  1.776  0.984 0.012   0.000  0.0001
 23 0.924 0.0003  -0.73  0.600   1.5655   1.39  1.818  0.984 0.011   0.000  0.0001
 24 0.942 0.0003  -0.77  0.600   1.5677   1.33  1.854  0.984 0.011   0.000  0.0001
 25 0.959 0.0003  -0.80  0.600   1.5713   1.23  1.886  0.984 0.011   0.000  0.0001
 26 0.972 0.0002  -0.83  0.600   1.5771   1.09  1.913  0.984 0.011   0.000  0.0001
 27 0.983 0.0002  -0.85  0.600   1.5864   0.91  1.934  0.984 0.011   0.000  0.0001
 28 0.991 0.0001  -0.86  0.600   1.6016   0.69  1.950  0.984 0.010   0.000  0.0000
 29 0.997 0.0001  -0.87  0.600   1.6279   0.46  1.961  0.984 0.010   0.000  0.0000
 30 0.999 0.0001  -0.88  0.600   1.6748   0.25  1.966  0.984 0.010   0.000  0.0000
