
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.14442
 no. blades :  2            radius(m)  :   0.1270     adv. ratio:     0.13027
 thrust(N)  :   4.28        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.7232       speed(m/s) :   20.000     rpm        :  11543.999
 Eff induced:  0.9020       Eff ideal  :   0.9261     Area(m^2)  :    0.05066
 Tnacel(N)  :     0.0000    Rhub(m)    :   0.0020     Rwake(m)   :    0.0021
 Tvisc(N)   :    -0.0606    Pvisc(W)   :   22.1       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.40925      adv:    0.13027       AF:   30.677
   Ct:    0.02267       Cp:    0.01283  (by rho,Diam,N)
   Tc:    0.34461       Pc:    0.47648  (by rho,Atip,Vel)
   CT:    0.00292       CP:    0.00053  (by rho,Atip,Vtip)
Sigma:    0.02977 CT/sigma:    0.09821

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.035 0.0587  74.05  0.600   0.0534  10.63  0.061  0.893 0.623   0.000  0.5281
  2 0.080 0.0957  58.75  0.600   0.0418  19.65  0.069  0.901 0.842   0.000  0.3798
  3 0.131 0.1150  45.48  0.600   0.0360  28.55  0.083  0.902 0.886   0.000  0.2784
  4 0.183 0.1172  36.09  0.600   0.0331  35.30  0.101  0.902 0.894   0.000  0.2040
  5 0.234 0.1120  29.48  0.600   0.0314  40.23  0.121  0.902 0.892   0.000  0.1524
  6 0.284 0.1044  24.70  0.600   0.0303  43.80  0.141  0.902 0.886   0.000  0.1168
  7 0.334 0.0964  21.15  0.600   0.0296  46.38  0.162  0.902 0.878   0.000  0.0918
  8 0.383 0.0888  18.43  0.600   0.0292  48.22  0.183  0.902 0.870   0.000  0.0739
  9 0.431 0.0820  16.29  0.600   0.0289  49.51  0.203  0.902 0.860   0.000  0.0606
 10 0.477 0.0758  14.57  0.600   0.0287  50.36  0.223  0.902 0.851   0.000  0.0506
 11 0.522 0.0703  13.17  0.600   0.0286  50.84  0.243  0.902 0.842   0.000  0.0428
 12 0.566 0.0654  12.01  0.600   0.0285  51.01  0.262  0.902 0.833   0.000  0.0367
 13 0.609 0.0609  11.04  0.600   0.0286  50.87  0.281  0.902 0.824   0.000  0.0318
 14 0.649 0.0567  10.21  0.600   0.0287  50.45  0.299  0.902 0.814   0.000  0.0278
 15 0.688 0.0529   9.51  0.600   0.0288  49.73  0.316  0.902 0.806   0.000  0.0245
 16 0.725 0.0492   8.91  0.600   0.0291  48.71  0.333  0.902 0.797   0.000  0.0216
 17 0.760 0.0457   8.38  0.600   0.0294  47.37  0.348  0.902 0.788   0.000  0.0192
 18 0.793 0.0423   7.93  0.600   0.0298  45.70  0.363  0.902 0.779   0.000  0.0170
 19 0.824 0.0390   7.54  0.600   0.0303  43.69  0.377  0.902 0.769   0.000  0.0151
 20 0.852 0.0357   7.20  0.600   0.0310  41.34  0.389  0.902 0.759   0.000  0.0133
 21 0.879 0.0324   6.90  0.600   0.0319  38.65  0.401  0.902 0.749   0.000  0.0117
 22 0.902 0.0291   6.65  0.600   0.0329  35.63  0.412  0.902 0.738   0.000  0.0103
 23 0.924 0.0258   6.43  0.600   0.0342  32.30  0.421  0.902 0.726   0.000  0.0089
 24 0.942 0.0225   6.25  0.600   0.0359  28.68  0.430  0.902 0.713   0.000  0.0076
 25 0.959 0.0191   6.09  0.600   0.0380  24.82  0.437  0.902 0.697   0.000  0.0063
 26 0.972 0.0158   5.96  0.600   0.0409  20.75  0.443  0.902 0.679   0.000  0.0052
 27 0.983 0.0124   5.87  0.600   0.0448  16.53  0.448  0.902 0.656   0.000  0.0040
 28 0.991 0.0091   5.79  0.600   0.0505  12.24  0.451  0.902 0.626   0.000  0.0029
 29 0.997 0.0060   5.74  0.600   0.0596   8.07  0.454  0.902 0.585   0.000  0.0019
 30 0.999 0.0036   5.72  0.600   0.0733   4.81  0.455  0.902 0.532   0.000  0.0011
