
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.26016
 no. blades :  3            radius(m)  :   0.0762     adv. ratio:     0.21712
 thrust(N)  :   2.07        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.3496       speed(m/s) :   20.000     rpm        :  11544.001
 Eff induced:  0.8345       Eff ideal  :   0.9052     Area(m^2)  :    0.01822
 Tnacel(N)  :     0.0004    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.4444    Pvisc(W)   :   58.2       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.68209      adv:    0.21712       AF:   92.600
   Ct:    0.08454       Cp:    0.16494  (by rho,Diam,N)
   Tc:    0.46272       Pc:    1.32355  (by rho,Atip,Vel)
   CT:    0.01091       CP:    0.00677  (by rho,Atip,Vtip)
Sigma:    0.13889 CT/sigma:    0.07852

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.047 0.0689  84.82  0.600   0.4765   7.39  0.060  0.753 3.034   0.000  0.6954
  2 0.086 0.1138  76.80  0.600   0.3824  12.82  0.063  0.807 0.784   0.000  0.6344
  3 0.135 0.1687  67.60  0.600   0.3152  20.77  0.069  0.823 0.014   0.000  0.5982
  4 0.185 0.2075  59.51  0.600   0.2777  28.51  0.077  0.829 0.262   0.000  0.5353
  5 0.236 0.2289  52.76  0.600   0.2549  35.31  0.086  0.831 0.383   0.000  0.4639
  6 0.286 0.2373  47.23  0.600   0.2401  41.01  0.097  0.832 0.441   0.000  0.3966
  7 0.335 0.2373  42.72  0.600   0.2300  45.65  0.108  0.833 0.470   0.000  0.3381
  8 0.384 0.2323  39.02  0.600   0.2229  49.36  0.119  0.833 0.483   0.000  0.2890
  9 0.431 0.2244  35.98  0.600   0.2179  52.25  0.130  0.833 0.487   0.000  0.2484
 10 0.478 0.2150  33.44  0.600   0.2144  54.41  0.142  0.834 0.486   0.000  0.2148
 11 0.523 0.2048  31.31  0.600   0.2121  55.95  0.153  0.834 0.482   0.000  0.1870
 12 0.567 0.1943  29.51  0.600   0.2106  56.91  0.164  0.834 0.475   0.000  0.1637
 13 0.609 0.1838  27.97  0.600   0.2100  57.35  0.175  0.834 0.468   0.000  0.1441
 14 0.650 0.1733  26.66  0.600   0.2100  57.30  0.185  0.834 0.459   0.000  0.1274
 15 0.689 0.1629  25.53  0.600   0.2108  56.77  0.195  0.834 0.449   0.000  0.1130
 16 0.725 0.1526  24.55  0.600   0.2123  55.78  0.205  0.834 0.439   0.000  0.1004
 17 0.760 0.1423  23.69  0.600   0.2145  54.34  0.214  0.834 0.429   0.000  0.0894
 18 0.793 0.1321  22.95  0.600   0.2176  52.46  0.223  0.834 0.418   0.000  0.0795
 19 0.824 0.1218  22.31  0.600   0.2216  50.14  0.231  0.834 0.407   0.000  0.0706
 20 0.853 0.1116  21.75  0.600   0.2266  47.40  0.238  0.834 0.395   0.000  0.0625
 21 0.879 0.1013  21.27  0.600   0.2329  44.26  0.245  0.834 0.383   0.000  0.0550
 22 0.902 0.0909  20.85  0.600   0.2407  40.75  0.251  0.834 0.370   0.000  0.0481
 23 0.924 0.0805  20.49  0.600   0.2505  36.89  0.257  0.834 0.355   0.000  0.0416
 24 0.942 0.0700  20.18  0.600   0.2628  32.72  0.262  0.834 0.340   0.000  0.0355
 25 0.959 0.0596  19.93  0.600   0.2786  28.28  0.266  0.834 0.322   0.000  0.0297
 26 0.972 0.0491  19.72  0.600   0.2994  23.63  0.270  0.834 0.303   0.000  0.0241
 27 0.983 0.0387  19.56  0.600   0.3279  18.82  0.272  0.834 0.279   0.000  0.0188
 28 0.991 0.0285  19.44  0.600   0.3696  13.95  0.275  0.834 0.250   0.000  0.0137
 29 0.997 0.0188  19.36  0.600   0.4355   9.25  0.276  0.834 0.214   0.000  0.0090
 30 0.999 0.0114  19.32  0.600   0.5306   5.65  0.277  0.834 0.175   0.000  0.0055
