
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.04163
 no. blades :  3            radius(m)  :   0.0762     adv. ratio:     0.03987
 thrust(N)  :  0.707        power(W)   :   543.       torque(N-m):  0.826E-01
 Efficiency :  0.0260       speed(m/s) :   20.000     rpm        :  62856.004
 Eff induced:  0.9579       Eff ideal  :   0.9633     Area(m^2)  :    0.01822
 Tnacel(N)  :     0.0000    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.0746    Pvisc(W)   :   527.       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.12527      adv:    0.03987       AF:    0.993
   Ct:    0.00097       Cp:    0.00469  (by rho,Diam,N)
   Tc:    0.15801       Pc:    6.07515  (by rho,Atip,Vel)
   CT:    0.00013       CP:    0.00019  (by rho,Atip,Vtip)
Sigma:    0.00129 CT/sigma:    0.09727  heliFOM:    0.00517

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.047 0.0107  42.13  0.600   0.1018   1.73  0.091  0.864 0.713   0.000  0.1076
  2 0.086 0.0087  26.63  0.600   0.0931   2.17  0.139  0.926 0.701   0.000  0.0486
  3 0.135 0.0066  17.83  0.600   0.0890   2.43  0.207  0.945 0.645   0.000  0.0233
  4 0.185 0.0051  13.26  0.600   0.0874   2.54  0.279  0.951 0.587   0.000  0.0132
  5 0.236 0.0041  10.51  0.600   0.0866   2.60  0.352  0.954 0.536   0.000  0.0084
  6 0.286 0.0035   8.66  0.600   0.0863   2.62  0.425  0.955 0.493   0.000  0.0058
  7 0.335 0.0030   7.23  0.600   0.0863   2.64  0.498  0.956 0.455   0.000  0.0042
  8 0.384 0.0026   6.17  0.600   0.0960   2.65  0.569  0.956 0.397   0.000  0.0032
  9 0.431 0.0023   5.30  0.600   0.1350   2.66  0.639  0.957 0.294   0.000  0.0026
 10 0.478 0.0021   4.54  0.600   0.2211   2.66  0.707  0.957 0.185   0.000  0.0021
 11 0.523 0.0019   3.85  0.600   0.3688   2.67  0.774  0.957 0.109   0.000  0.0018
 12 0.567 0.0018   3.18  0.600   0.5889   2.67  0.838  0.957 0.065   0.000  0.0015
 13 0.609 0.0017   2.49  0.600   0.8884   2.67  0.900  0.957 0.040   0.000  0.0013
 14 0.650 0.0016   1.69  0.600   1.2704   2.67  0.960  0.957 0.025   0.000  0.0011
 15 0.689 0.0015   0.84  0.600   1.5400   2.67  1.017  0.957 0.019   0.000  0.0010
 16 0.725 0.0014   0.66  0.600   1.5400   2.67  1.072  0.957 0.019   0.000  0.0009
 17 0.760 0.0013   0.51  0.600   1.5400   2.67  1.123  0.957 0.018   0.000  0.0008
 18 0.793 0.0013   0.38  0.600   1.5400   2.67  1.172  0.958 0.017   0.000  0.0008
 19 0.824 0.0012   0.27  0.600   1.5400   2.67  1.217  0.958 0.017   0.000  0.0007
 20 0.853 0.0012   0.18  0.600   1.5401   2.67  1.259  0.958 0.016   0.000  0.0007
 21 0.879 0.0011   0.09  0.600   1.5403   2.65  1.298  0.958 0.016   0.000  0.0006
 22 0.902 0.0011   0.02  0.600   1.5407   2.62  1.332  0.958 0.016   0.000  0.0006
 23 0.924 0.0011  -0.04  0.600   1.5415   2.56  1.364  0.958 0.015   0.000  0.0005
 24 0.942 0.0010  -0.09  0.600   1.5429   2.46  1.391  0.958 0.015   0.000  0.0005
 25 0.959 0.0009  -0.13  0.600   1.5455   2.29  1.415  0.958 0.015   0.000  0.0005
 26 0.972 0.0008  -0.17  0.600   1.5498   2.04  1.435  0.958 0.015   0.000  0.0004
 27 0.983 0.0007  -0.20  0.600   1.5568   1.71  1.451  0.958 0.014   0.000  0.0003
 28 0.991 0.0005  -0.22  0.600   1.5683   1.31  1.463  0.958 0.014   0.000  0.0002
 29 0.997 0.0003  -0.23  0.600   1.5886   0.87  1.471  0.958 0.014   0.000  0.0002
 30 0.999 0.0002  -0.23  0.600   1.6248   0.48  1.475  0.958 0.013   0.000  0.0001
