
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.05317
 no. blades :  3            radius(m)  :   0.0635     adv. ratio:     0.04785
 thrust(N)  :   1.34        power(W)   :   543.       torque(N-m):  0.826E-01
 Efficiency :  0.0491       speed(m/s) :   20.000     rpm        :  62856.000
 Eff induced:  0.8999       Eff ideal  :   0.9108     Area(m^2)  :    0.01265
 Tnacel(N)  :     0.0001    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.1004    Pvisc(W)   :   512.       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.15032      adv:    0.04785       AF:    3.779
   Ct:    0.00382       Cp:    0.01167  (by rho,Diam,N)
   Tc:    0.42991       Pc:    8.74822  (by rho,Atip,Vel)
   CT:    0.00049       CP:    0.00048  (by rho,Atip,Vtip)
Sigma:    0.00499 CT/sigma:    0.09854  heliFOM:    0.01611

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.052 0.0335  43.38  0.600   0.0764   4.34  0.087  0.801 0.774   0.000  0.3053
  2 0.089 0.0293  28.80  0.600   0.0701   5.39  0.124  0.861 0.779   0.000  0.1581
  3 0.136 0.0235  19.06  0.600   0.0662   6.22  0.178  0.883 0.746   0.000  0.0824
  4 0.186 0.0189  13.65  0.600   0.0644   6.64  0.236  0.891 0.704   0.000  0.0484
  5 0.237 0.0155  10.35  0.600   0.0636   6.86  0.297  0.894 0.663   0.000  0.0314
  6 0.286 0.0131   8.14  0.600   0.0632   6.97  0.357  0.896 0.626   0.000  0.0219
  7 0.336 0.0114   6.55  0.600   0.0629   7.04  0.417  0.897 0.592   0.000  0.0162
  8 0.384 0.0100   5.34  0.600   0.0628   7.09  0.476  0.898 0.561   0.000  0.0124
  9 0.432 0.0090   4.39  0.600   0.0629   7.12  0.534  0.898 0.533   0.000  0.0099
 10 0.478 0.0081   3.61  0.600   0.0689   7.14  0.591  0.899 0.486   0.000  0.0081
 11 0.523 0.0074   2.94  0.600   0.0904   7.15  0.646  0.899 0.396   0.000  0.0068
 12 0.567 0.0069   2.36  0.600   0.1359   7.16  0.700  0.899 0.287   0.000  0.0058
 13 0.609 0.0064   1.84  0.600   0.2114   7.17  0.751  0.899 0.192   0.000  0.0050
 14 0.650 0.0060   1.36  0.600   0.3212   7.18  0.801  0.899 0.127   0.000  0.0044
 15 0.689 0.0057   0.90  0.600   0.4672   7.18  0.849  0.899 0.085   0.000  0.0039
 16 0.726 0.0054   0.45  0.600   0.6494   7.19  0.894  0.899 0.058   0.000  0.0036
 17 0.761 0.0052  -0.02  0.600   0.8659   7.18  0.937  0.899 0.042   0.000  0.0032
 18 0.793 0.0049  -0.57  0.600   1.1129   7.18  0.977  0.899 0.031   0.000  0.0030
 19 0.824 0.0047  -1.03  0.600   1.2366   7.16  1.015  0.899 0.026   0.000  0.0027
 20 0.853 0.0046  -1.15  0.600   1.2367   7.12  1.050  0.899 0.026   0.000  0.0026
 21 0.879 0.0044  -1.26  0.600   1.2370   7.04  1.082  0.899 0.025   0.000  0.0024
 22 0.902 0.0042  -1.35  0.600   1.2375   6.90  1.111  0.899 0.024   0.000  0.0022
 23 0.924 0.0039  -1.42  0.600   1.2385   6.65  1.137  0.900 0.024   0.000  0.0020
 24 0.942 0.0036  -1.49  0.600   1.2400   6.28  1.160  0.900 0.023   0.000  0.0018
 25 0.959 0.0033  -1.54  0.600   1.2424   5.74  1.180  0.900 0.023   0.000  0.0016
 26 0.972 0.0028  -1.59  0.600   1.2461   5.03  1.196  0.900 0.023   0.000  0.0014
 27 0.983 0.0023  -1.62  0.600   1.2518   4.15  1.210  0.900 0.022   0.000  0.0011
 28 0.991 0.0017  -1.65  0.600   1.2609   3.15  1.220  0.900 0.022   0.000  0.0008
 29 0.997 0.0011  -1.67  0.600   1.2766   2.08  1.227  0.900 0.022   0.000  0.0005
 30 0.999 0.0006  -1.67  0.600   1.3043   1.14  1.230  0.900 0.021   0.000  0.0003
