
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.04199
 no. blades :  3            radius(m)  :   0.0762     adv. ratio:     0.03987
 thrust(N)  :  0.876        power(W)   :   543.       torque(N-m):  0.826E-01
 Efficiency :  0.0322       speed(m/s) :   20.000     rpm        :  62856.004
 Eff induced:  0.9496       Eff ideal  :   0.9553     Area(m^2)  :    0.01822
 Tnacel(N)  :     0.0000    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.0751    Pvisc(W)   :   523.       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.12527      adv:    0.03987       AF:    1.210
   Ct:    0.00121       Cp:    0.00469  (by rho,Diam,N)
   Tc:    0.19591       Pc:    6.07516  (by rho,Atip,Vel)
   CT:    0.00016       CP:    0.00019  (by rho,Atip,Vtip)
Sigma:    0.00157 CT/sigma:    0.09900  heliFOM:    0.00714

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.047 0.0129  39.47  0.600   0.1021   2.10  0.091  0.856 0.712   0.000  0.1304
  2 0.086 0.0106  23.91  0.600   0.0933   2.63  0.139  0.918 0.701   0.000  0.0591
  3 0.135 0.0080  15.07  0.600   0.0890   2.96  0.207  0.937 0.646   0.000  0.0284
  4 0.185 0.0062  10.48  0.600   0.0874   3.10  0.279  0.943 0.589   0.000  0.0160
  5 0.236 0.0050   7.73  0.600   0.0867   3.16  0.352  0.946 0.538   0.000  0.0102
  6 0.286 0.0042   5.90  0.600   0.0863   3.20  0.425  0.947 0.495   0.000  0.0070
  7 0.335 0.0036   4.57  0.600   0.0861   3.22  0.498  0.948 0.458   0.000  0.0052
  8 0.384 0.0032   3.55  0.600   0.0886   3.23  0.569  0.948 0.419   0.000  0.0040
  9 0.431 0.0028   2.72  0.600   0.1098   3.24  0.639  0.948 0.341   0.000  0.0031
 10 0.478 0.0026   2.00  0.600   0.1683   3.24  0.707  0.949 0.233   0.000  0.0026
 11 0.523 0.0024   1.37  0.600   0.2794   3.25  0.774  0.949 0.142   0.000  0.0021
 12 0.567 0.0022   0.77  0.600   0.4549   3.25  0.838  0.949 0.084   0.000  0.0018
 13 0.609 0.0020   0.16  0.600   0.7027   3.25  0.900  0.949 0.051   0.000  0.0016
 14 0.650 0.0019  -0.52  0.600   1.0272   3.25  0.960  0.949 0.032   0.000  0.0014
 15 0.689 0.0018  -1.23  0.600   1.2597   3.26  1.017  0.949 0.025   0.000  0.0012
 16 0.725 0.0017  -1.41  0.600   1.2597   3.26  1.072  0.949 0.024   0.000  0.0011
 17 0.760 0.0016  -1.56  0.600   1.2597   3.26  1.123  0.949 0.023   0.000  0.0010
 18 0.793 0.0016  -1.69  0.600   1.2597   3.26  1.172  0.949 0.022   0.000  0.0009
 19 0.824 0.0015  -1.80  0.600   1.2598   3.25  1.217  0.949 0.021   0.000  0.0009
 20 0.853 0.0014  -1.90  0.600   1.2598   3.25  1.259  0.949 0.021   0.000  0.0008
 21 0.879 0.0014  -1.98  0.600   1.2600   3.23  1.298  0.949 0.020   0.000  0.0008
 22 0.902 0.0013  -2.06  0.600   1.2604   3.19  1.332  0.949 0.020   0.000  0.0007
 23 0.924 0.0013  -2.12  0.600   1.2612   3.12  1.364  0.949 0.019   0.000  0.0007
 24 0.942 0.0012  -2.17  0.600   1.2627   2.99  1.391  0.949 0.019   0.000  0.0006
 25 0.959 0.0011  -2.21  0.600   1.2653   2.78  1.415  0.949 0.018   0.000  0.0005
 26 0.972 0.0010  -2.25  0.600   1.2696   2.48  1.435  0.949 0.018   0.000  0.0005
 27 0.983 0.0008  -2.27  0.600   1.2767   2.07  1.451  0.949 0.018   0.000  0.0004
 28 0.991 0.0006  -2.29  0.600   1.2882   1.59  1.463  0.949 0.018   0.000  0.0003
 29 0.997 0.0004  -2.31  0.600   1.3085   1.06  1.471  0.949 0.017   0.000  0.0002
 30 0.999 0.0002  -2.31  0.600   1.3448   0.58  1.475  0.949 0.017   0.000  0.0001
