
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.13247
 no. blades :  2            radius(m)  :   0.1270     adv. ratio:     0.11048
 thrust(N)  :   8.79        power(W)   :   246.       torque(N-m):  0.173    
 Efficiency :  0.7129       speed(m/s) :   20.000     rpm        :  13611.999
 Eff induced:  0.8340       Eff ideal  :   0.8671     Area(m^2)  :    0.05064
 Tnacel(N)  :     0.0005    Rhub(m)    :   0.0030     Rwake(m)   :    0.0035
 Tvisc(N)   :    -0.0722    Pvisc(W)   :   34.1       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.34708      adv:    0.11048       AF:   45.460
   Ct:    0.03345       Cp:    0.01629  (by rho,Diam,N)
   Tc:    0.70716       Pc:    0.99199  (by rho,Atip,Vel)
   CT:    0.00432       CP:    0.00067  (by rho,Atip,Vtip)
Sigma:    0.04390 CT/sigma:    0.09830

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.041 0.1280  75.11  0.600   0.0308  23.81  0.063  0.779 0.817   0.000  1.0056
  2 0.082 0.1724  60.13  0.600   0.0257  37.47  0.073  0.821 0.907   0.000  0.6670
  3 0.133 0.1910  46.89  0.600   0.0226  52.01  0.092  0.829 0.928   0.000  0.4584
  4 0.184 0.1862  37.70  0.600   0.0209  63.00  0.114  0.831 0.930   0.000  0.3228
  5 0.235 0.1732  31.35  0.600   0.0199  70.90  0.138  0.832 0.927   0.000  0.2351
  6 0.285 0.1585  26.81  0.600   0.0193  76.54  0.162  0.833 0.921   0.000  0.1772
  7 0.334 0.1447  23.45  0.600   0.0189  80.56  0.187  0.833 0.915   0.000  0.1377
  8 0.383 0.1323  20.89  0.600   0.0187  83.42  0.212  0.833 0.908   0.000  0.1099
  9 0.431 0.1214  18.88  0.600   0.0185  85.40  0.237  0.834 0.900   0.000  0.0897
 10 0.477 0.1118  17.27  0.600   0.0184  86.71  0.261  0.834 0.893   0.000  0.0746
 11 0.523 0.1035  15.95  0.600   0.0183  87.47  0.284  0.834 0.886   0.000  0.0630
 12 0.567 0.0961  14.86  0.600   0.0183  87.74  0.307  0.834 0.878   0.000  0.0540
 13 0.609 0.0894  13.93  0.600   0.0183  87.55  0.329  0.834 0.871   0.000  0.0467
 14 0.649 0.0834  13.15  0.600   0.0184  86.91  0.351  0.834 0.864   0.000  0.0409
 15 0.688 0.0778  12.48  0.600   0.0185  85.80  0.371  0.834 0.857   0.000  0.0360
 16 0.725 0.0725  11.89  0.600   0.0186  84.19  0.390  0.834 0.850   0.000  0.0318
 17 0.760 0.0675  11.39  0.600   0.0188  82.05  0.409  0.834 0.843   0.000  0.0282
 18 0.793 0.0626  10.95  0.600   0.0191  79.34  0.426  0.834 0.836   0.000  0.0251
 19 0.824 0.0578  10.56  0.600   0.0194  76.04  0.442  0.834 0.828   0.000  0.0223
 20 0.852 0.0530  10.22  0.600   0.0198  72.12  0.458  0.834 0.821   0.000  0.0198
 21 0.879 0.0482   9.93  0.600   0.0203  67.58  0.471  0.834 0.812   0.000  0.0175
 22 0.902 0.0434   9.68  0.600   0.0210  62.44  0.484  0.834 0.804   0.000  0.0153
 23 0.924 0.0385   9.45  0.600   0.0218  56.71  0.495  0.834 0.794   0.000  0.0133
 24 0.942 0.0336   9.27  0.600   0.0228  50.45  0.505  0.834 0.783   0.000  0.0113
 25 0.959 0.0286   9.11  0.600   0.0242  43.72  0.514  0.834 0.770   0.000  0.0095
 26 0.972 0.0236   8.98  0.600   0.0260  36.58  0.521  0.834 0.755   0.000  0.0077
 27 0.983 0.0186   8.88  0.600   0.0284  29.16  0.527  0.834 0.735   0.000  0.0060
 28 0.991 0.0137   8.80  0.600   0.0321  21.59  0.531  0.834 0.709   0.000  0.0044
 29 0.997 0.0090   8.75  0.600   0.0379  14.21  0.534  0.834 0.672   0.000  0.0029
 30 0.999 0.0053   8.73  0.600   0.0468   8.37  0.535  0.834 0.623   0.000  0.0017
