
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.20782
 no. blades :  3            radius(m)  :   0.0889     adv. ratio:     0.18610
 thrust(N)  :   1.78        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.3011       speed(m/s) :   20.000     rpm        :  11544.000
 Eff induced:  0.8955       Eff ideal  :   0.9359     Area(m^2)  :    0.02481
 Tnacel(N)  :     0.0001    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.3752    Pvisc(W)   :   70.2       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.58465      adv:    0.18610       AF:   42.618
   Ct:    0.03931       Cp:    0.07631  (by rho,Diam,N)
   Tc:    0.29282       Pc:    0.97241  (by rho,Atip,Vel)
   CT:    0.00507       CP:    0.00313  (by rho,Atip,Vtip)
Sigma:    0.06312 CT/sigma:    0.08033

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.044 0.0377  83.15  0.600   0.5689   4.75  0.060  0.816-2.966   0.000  0.4117
  2 0.084 0.0661  73.00  0.600   0.4429   8.87  0.064  0.872-0.644   0.000  0.3767
  3 0.134 0.0953  62.20  0.600   0.3655  14.35  0.072  0.887 0.037   0.000  0.3408
  4 0.184 0.1120  53.35  0.600   0.3248  19.27  0.083  0.891 0.263   0.000  0.2901
  5 0.235 0.1184  46.39  0.600   0.3009  23.32  0.095  0.893 0.355   0.000  0.2406
  6 0.285 0.1185  40.97  0.600   0.2858  26.53  0.108  0.894 0.395   0.000  0.1985
  7 0.335 0.1153  36.72  0.600   0.2757  29.03  0.121  0.894 0.411   0.000  0.1645
  8 0.383 0.1105  33.33  0.600   0.2687  30.95  0.135  0.894 0.415   0.000  0.1376
  9 0.431 0.1050  30.60  0.600   0.2638  32.41  0.148  0.895 0.412   0.000  0.1163
 10 0.478 0.0993  28.37  0.600   0.2604  33.49  0.162  0.895 0.406   0.000  0.0993
 11 0.523 0.0938  26.52  0.600   0.2581  34.24  0.175  0.895 0.398   0.000  0.0857
 12 0.567 0.0885  24.97  0.600   0.2567  34.71  0.188  0.895 0.389   0.000  0.0746
 13 0.609 0.0834  23.66  0.600   0.2560  34.93  0.201  0.895 0.380   0.000  0.0654
 14 0.650 0.0785  22.55  0.600   0.2561  34.90  0.213  0.895 0.370   0.000  0.0577
 15 0.688 0.0738  21.59  0.600   0.2569  34.63  0.225  0.895 0.360   0.000  0.0512
 16 0.725 0.0692  20.77  0.600   0.2585  34.11  0.237  0.895 0.350   0.000  0.0456
 17 0.760 0.0647  20.05  0.600   0.2608  33.34  0.247  0.895 0.340   0.000  0.0407
 18 0.793 0.0603  19.44  0.600   0.2641  32.31  0.257  0.895 0.330   0.000  0.0363
 19 0.824 0.0558  18.90  0.600   0.2685  31.01  0.267  0.895 0.320   0.000  0.0323
 20 0.852 0.0513  18.43  0.600   0.2741  29.45  0.276  0.895 0.309   0.000  0.0287
 21 0.879 0.0467  18.03  0.600   0.2812  27.62  0.284  0.895 0.298   0.000  0.0254
 22 0.902 0.0421  17.68  0.600   0.2902  25.53  0.291  0.895 0.287   0.000  0.0223
 23 0.924 0.0374  17.38  0.600   0.3016  23.20  0.298  0.895 0.274   0.000  0.0193
 24 0.942 0.0327  17.13  0.600   0.3160  20.64  0.304  0.895 0.261   0.000  0.0166
 25 0.959 0.0279  16.91  0.600   0.3346  17.89  0.309  0.895 0.246   0.000  0.0139
 26 0.972 0.0230  16.74  0.600   0.3593  14.97  0.313  0.895 0.229   0.000  0.0113
 27 0.983 0.0181  16.61  0.600   0.3934  11.94  0.316  0.895 0.210   0.000  0.0088
 28 0.991 0.0133  16.51  0.600   0.4436   8.84  0.319  0.895 0.187   0.000  0.0064
 29 0.997 0.0087  16.44  0.600   0.5241   5.83  0.320  0.895 0.158   0.000  0.0042
 30 0.999 0.0052  16.41  0.600   0.6466   3.45  0.321  0.895 0.126   0.000  0.0025
