
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.22812
 no. blades :  3            radius(m)  :   0.0889     adv. ratio:     0.18610
 thrust(N)  :   4.24        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.7159       speed(m/s) :   20.000     rpm        :  11544.000
 Eff induced:  0.8158       Eff ideal  :   0.8687     Area(m^2)  :    0.02481
 Tnacel(N)  :     0.0005    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.0733    Pvisc(W)   :   12.7       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.58465      adv:    0.18610       AF:   86.526
   Ct:    0.09344       Cp:    0.07631  (by rho,Diam,N)
   Tc:    0.69614       Pc:    0.97241  (by rho,Atip,Vel)
   CT:    0.01205       CP:    0.00313  (by rho,Atip,Vtip)
Sigma:    0.12868 CT/sigma:    0.09368

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.044 0.0710  80.09  0.600   0.0529   8.92  0.060  0.744 0.522   0.000  0.7747
  2 0.084 0.1258  70.65  0.600   0.0410  16.85  0.064  0.795 0.793   0.000  0.7165
  3 0.134 0.1840  60.42  0.600   0.0337  27.61  0.072  0.808 0.875   0.000  0.6578
  4 0.184 0.2191  51.80  0.600   0.0298  37.57  0.082  0.812 0.902   0.000  0.5677
  5 0.235 0.2343  44.88  0.600   0.0274  45.99  0.094  0.813 0.913   0.000  0.4761
  6 0.285 0.2368  39.37  0.600   0.0260  52.82  0.107  0.814 0.916   0.000  0.3964
  7 0.335 0.2320  34.98  0.600   0.0250  58.24  0.121  0.814 0.916   0.000  0.3310
  8 0.383 0.2236  31.45  0.600   0.0243  62.48  0.134  0.815 0.914   0.000  0.2784
  9 0.431 0.2133  28.58  0.600   0.0238  65.72  0.148  0.815 0.911   0.000  0.2363
 10 0.478 0.2025  26.21  0.600   0.0235  68.13  0.162  0.815 0.907   0.000  0.2024
 11 0.523 0.1916  24.25  0.600   0.0232  69.82  0.175  0.815 0.903   0.000  0.1750
 12 0.567 0.1810  22.59  0.600   0.0231  70.88  0.188  0.815 0.899   0.000  0.1525
 13 0.609 0.1706  21.19  0.600   0.0230  71.36  0.201  0.815 0.894   0.000  0.1338
 14 0.650 0.1606  20.00  0.600   0.0230  71.29  0.213  0.815 0.889   0.000  0.1181
 15 0.688 0.1509  18.97  0.600   0.0231  70.68  0.225  0.815 0.884   0.000  0.1046
 16 0.725 0.1413  18.08  0.600   0.0233  69.54  0.236  0.815 0.879   0.000  0.0930
 17 0.760 0.1319  17.32  0.600   0.0235  67.87  0.247  0.815 0.874   0.000  0.0828
 18 0.793 0.1226  16.65  0.600   0.0238  65.65  0.257  0.816 0.869   0.000  0.0738
 19 0.824 0.1133  16.07  0.600   0.0242  62.89  0.267  0.816 0.863   0.000  0.0656
 20 0.852 0.1039  15.57  0.600   0.0247  59.59  0.276  0.816 0.857   0.000  0.0582
 21 0.879 0.0945  15.13  0.600   0.0254  55.77  0.284  0.816 0.850   0.000  0.0513
 22 0.902 0.0850  14.76  0.600   0.0262  51.46  0.291  0.816 0.843   0.000  0.0450
 23 0.924 0.0754  14.44  0.600   0.0273  46.68  0.298  0.816 0.835   0.000  0.0390
 24 0.942 0.0657  14.17  0.600   0.0286  41.47  0.303  0.816 0.826   0.000  0.0333
 25 0.959 0.0559  13.94  0.600   0.0303  35.90  0.308  0.816 0.815   0.000  0.0279
 26 0.972 0.0461  13.75  0.600   0.0326  30.02  0.313  0.816 0.802   0.000  0.0227
 27 0.983 0.0364  13.61  0.600   0.0357  23.91  0.316  0.816 0.785   0.000  0.0177
 28 0.991 0.0267  13.50  0.600   0.0402  17.72  0.318  0.816 0.763   0.000  0.0129
 29 0.997 0.0176  13.43  0.600   0.0474  11.71  0.320  0.816 0.730   0.000  0.0084
 30 0.999 0.0105  13.39  0.600   0.0582   7.01  0.321  0.816 0.686   0.000  0.0050
