
 ===========================================================================
 Ducted Potential Formulation Solution:  Designed blade                  
 Vdisk/Vslip:    1.10000                         Wake adv. ratio:    0.26782
 no. blades :  2            radius(m)  :   0.1270     adv. ratio:     0.20797
 thrust(N)  :   8.74        power(W)   :   242.       torque(N-m):  0.319    
 Efficiency :  0.7226       speed(m/s) :   20.000     rpm        :   7231.000
 Eff induced:  0.7765       Eff ideal  :   0.8677     Area(m^2)  :    0.05064
 Tnacel(N)  :     1.0475    Rhub(m)    :   0.0030     Rwake(m)   :    0.0035
 Tvisc(N)   :    -0.1221    Pvisc(W)   :   13.6       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.65335      adv:    0.20797       AF:  145.011
   Ct:    0.11788       Cp:    0.10658  (by rho,Diam,N)
   Tc:    0.70318       Pc:    0.97308  (by rho,Atip,Vel)
   CT:    0.01521       CP:    0.00438  (by rho,Atip,Vtip)
Sigma:    0.12051 CT/sigma:    0.12619

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.041 0.4720 117.32  0.600   0.0158 126.50  0.090 -2.179 1.069   0.000  3.7086
  2 0.082 0.5225  92.91  0.600   0.0158 126.50  0.081  0.007 2.518   0.000  2.0216
  3 0.133 0.5042  76.65  0.600   0.0158 126.50  0.084  0.471 0.897   0.000  1.2098
  4 0.184 0.4670  65.23  0.600   0.0158 126.50  0.091  0.612 0.935   0.000  0.8092
  5 0.235 0.4264  56.59  0.600   0.0158 126.50  0.100  0.672 0.945   0.000  0.5788
  6 0.285 0.3880  49.84  0.600   0.0158 126.50  0.110  0.702 0.948   0.000  0.4336
  7 0.334 0.3537  44.49  0.600   0.0158 126.50  0.120  0.720 0.949   0.000  0.3366
  8 0.383 0.3238  40.18  0.600   0.0158 126.50  0.131  0.731 0.948   0.000  0.2690
  9 0.431 0.2981  36.67  0.600   0.0158 126.50  0.143  0.739 0.946   0.000  0.2202
 10 0.477 0.2761  33.76  0.600   0.0158 126.50  0.154  0.744 0.944   0.000  0.1841
 11 0.523 0.2572  31.34  0.600   0.0158 126.50  0.165  0.748 0.941   0.000  0.1566
 12 0.567 0.2409  29.31  0.600   0.0158 126.50  0.177  0.751 0.939   0.000  0.1354
 13 0.609 0.2269  27.58  0.600   0.0158 126.50  0.187  0.753 0.936   0.000  0.1186
 14 0.649 0.2147  26.10  0.600   0.0158 126.50  0.198  0.754 0.934   0.000  0.1052
 15 0.688 0.2042  24.82  0.600   0.0158 126.50  0.208  0.756 0.931   0.000  0.0944
 16 0.725 0.1950  23.72  0.600   0.0158 126.50  0.218  0.757 0.929   0.000  0.0856
 17 0.760 0.1870  22.77  0.600   0.0158 126.50  0.227  0.758 0.926   0.000  0.0783
 18 0.793 0.1800  21.94  0.600   0.0158 126.50  0.236  0.759 0.924   0.000  0.0722
 19 0.824 0.1739  21.22  0.600   0.0158 126.50  0.245  0.759 0.922   0.000  0.0672
 20 0.852 0.1686  20.60  0.600   0.0158 126.50  0.252  0.760 0.920   0.000  0.0630
 21 0.879 0.1640  20.06  0.600   0.0158 126.50  0.259  0.760 0.918   0.000  0.0594
 22 0.902 0.1601  19.59  0.600   0.0158 126.50  0.266  0.760 0.916   0.000  0.0565
 23 0.924 0.1566  19.19  0.600   0.0158 126.50  0.272  0.761 0.915   0.000  0.0540
 24 0.942 0.1538  18.85  0.600   0.0158 126.50  0.277  0.761 0.914   0.000  0.0519
 25 0.959 0.1513  18.57  0.600   0.0158 126.50  0.281  0.761 0.913   0.000  0.0503
 26 0.972 0.1494  18.34  0.600   0.0158 126.50  0.285  0.761 0.912   0.000  0.0489
 27 0.983 0.1478  18.16  0.600   0.0158 126.50  0.288  0.761 0.911   0.000  0.0479
 28 0.991 0.1467  18.02  0.600   0.0158 126.50  0.290  0.762 0.910   0.000  0.0471
 29 0.997 0.1459  17.94  0.600   0.0158 126.50  0.291  0.762 0.910   0.000  0.0466
 30 0.999 0.1456  17.89  0.600   0.0158 126.50  0.292  0.762 0.910   0.000  0.0464
