
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.03557
 no. blades :  3            radius(m)  :   0.0889     adv. ratio:     0.03418
 thrust(N)  :  0.930        power(W)   :   543.       torque(N-m):  0.826E-01
 Efficiency :  0.0342       speed(m/s) :   20.000     rpm        :  62855.992
 Eff induced:  0.9610       Eff ideal  :   0.9645     Area(m^2)  :    0.02481
 Tnacel(N)  :     0.0000    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.0587    Pvisc(W)   :   523.       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.10737      adv:    0.03418       AF:    0.679
   Ct:    0.00069       Cp:    0.00217  (by rho,Diam,N)
   Tc:    0.15270       Pc:    4.46338  (by rho,Atip,Vel)
   CT:    0.00009       CP:    0.00009  (by rho,Atip,Vtip)
Sigma:    0.00088 CT/sigma:    0.10190  heliFOM:    0.00668

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.044 0.0083  41.05  0.600   0.0895   1.66  0.096  0.876 0.742   0.000  0.0909
  2 0.084 0.0064  24.87  0.600   0.0817   2.08  0.156  0.936 0.713   0.000  0.0366
  3 0.134 0.0046  16.71  0.600   0.0786   2.30  0.237  0.951 0.647   0.000  0.0166
  4 0.184 0.0035  12.59  0.600   0.0775   2.38  0.323  0.956 0.584   0.000  0.0092
  5 0.235 0.0028  10.11  0.600   0.0770   2.41  0.409  0.958 0.531   0.000  0.0058
  6 0.285 0.0024   8.40  0.600   0.0768   2.43  0.494  0.959 0.486   0.000  0.0040
  7 0.335 0.0020   7.10  0.600   0.0769   2.44  0.579  0.959 0.447   0.000  0.0029
  8 0.383 0.0018   6.02  0.600   0.0901   2.45  0.663  0.960 0.376   0.000  0.0022
  9 0.431 0.0016   5.04  0.600   0.1478   2.45  0.744  0.960 0.246   0.000  0.0018
 10 0.478 0.0014   4.09  0.600   0.2783   2.46  0.824  0.960 0.134   0.000  0.0014
 11 0.523 0.0013   3.07  0.600   0.5050   2.46  0.902  0.960 0.070   0.000  0.0012
 12 0.567 0.0012   1.70  0.600   0.8452   2.46  0.977  0.960 0.039   0.000  0.0010
 13 0.609 0.0011   0.90  0.600   0.9465   2.46  1.050  0.961 0.032   0.000  0.0009
 14 0.650 0.0011   0.69  0.600   0.9464   2.46  1.120  0.961 0.031   0.000  0.0008
 15 0.688 0.0010   0.51  0.600   0.9464   2.46  1.186  0.961 0.029   0.000  0.0007
 16 0.725 0.0009   0.36  0.600   0.9464   2.47  1.250  0.961 0.028   0.000  0.0006
 17 0.760 0.0009   0.24  0.600   0.9464   2.47  1.310  0.961 0.027   0.000  0.0006
 18 0.793 0.0009   0.12  0.600   0.9464   2.47  1.367  0.961 0.026   0.000  0.0005
 19 0.824 0.0008   0.03  0.600   0.9464   2.47  1.419  0.961 0.025   0.000  0.0005
 20 0.852 0.0008  -0.05  0.600   0.9464   2.46  1.468  0.961 0.024   0.000  0.0005
 21 0.879 0.0008  -0.12  0.600   0.9465   2.46  1.513  0.961 0.023   0.000  0.0004
 22 0.902 0.0008  -0.19  0.600   0.9467   2.44  1.554  0.961 0.023   0.000  0.0004
 23 0.924 0.0007  -0.24  0.600   0.9472   2.40  1.591  0.961 0.022   0.000  0.0004
 24 0.942 0.0007  -0.28  0.600   0.9482   2.33  1.623  0.961 0.022   0.000  0.0003
 25 0.959 0.0006  -0.32  0.600   0.9501   2.19  1.651  0.961 0.022   0.000  0.0003
 26 0.972 0.0006  -0.35  0.600   0.9535   1.98  1.674  0.961 0.021   0.000  0.0003
 27 0.983 0.0005  -0.37  0.600   0.9592   1.68  1.693  0.961 0.021   0.000  0.0002
 28 0.991 0.0004  -0.39  0.600   0.9689   1.29  1.707  0.961 0.020   0.000  0.0002
 29 0.997 0.0002  -0.40  0.600   0.9861   0.87  1.716  0.961 0.020   0.000  0.0001
 30 0.999 0.0001  -0.40  0.600   1.0174   0.48  1.721  0.961 0.019   0.000  0.0001
