
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.19297
 no. blades :  2            radius(m)  :   0.1016     adv. ratio:     0.16284
 thrust(N)  :   4.30        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.7270       speed(m/s) :   20.000     rpm        :  11544.000
 Eff induced:  0.8438       Eff ideal  :   0.8923     Area(m^2)  :    0.03241
 Tnacel(N)  :     0.0004    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.0667    Pvisc(W)   :   14.8       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.51157      adv:    0.16284       AF:   75.377
   Ct:    0.05562       Cp:    0.03914  (by rho,Diam,N)
   Tc:    0.54122       Pc:    0.74450  (by rho,Atip,Vel)
   CT:    0.00718       CP:    0.00161  (by rho,Atip,Vtip)
Sigma:    0.07396 CT/sigma:    0.09701

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.041 0.1276  75.92  0.600   0.0429  18.40  0.061  0.776 0.650   0.000  0.9852
  2 0.083 0.1856  64.70  0.600   0.0357  29.06  0.066  0.826 0.839   0.000  0.7152
  3 0.133 0.2326  53.28  0.600   0.0309  41.87  0.076  0.837 0.894   0.000  0.5573
  4 0.184 0.2511  44.20  0.600   0.0281  52.80  0.088  0.840 0.910   0.000  0.4348
  5 0.235 0.2515  37.23  0.600   0.0265  61.52  0.103  0.842 0.915   0.000  0.3412
  6 0.285 0.2428  31.90  0.600   0.0254  68.27  0.118  0.842 0.914   0.000  0.2712
  7 0.335 0.2301  27.76  0.600   0.0247  73.40  0.134  0.843 0.911   0.000  0.2190
  8 0.383 0.2162  24.50  0.600   0.0242  77.20  0.150  0.843 0.907   0.000  0.1796
  9 0.431 0.2022  21.89  0.600   0.0238  79.92  0.166  0.843 0.902   0.000  0.1494
 10 0.477 0.1888  19.76  0.600   0.0236  81.73  0.182  0.843 0.897   0.000  0.1258
 11 0.523 0.1761  18.01  0.600   0.0235  82.76  0.198  0.843 0.891   0.000  0.1072
 12 0.567 0.1642  16.55  0.600   0.0235  83.08  0.213  0.843 0.885   0.000  0.0922
 13 0.609 0.1530  15.32  0.600   0.0235  82.77  0.227  0.843 0.879   0.000  0.0800
 14 0.649 0.1424  14.27  0.600   0.0236  81.86  0.242  0.844 0.873   0.000  0.0698
 15 0.688 0.1323  13.37  0.600   0.0238  80.37  0.255  0.844 0.866   0.000  0.0612
 16 0.725 0.1227  12.60  0.600   0.0240  78.33  0.268  0.844 0.860   0.000  0.0538
 17 0.760 0.1134  11.93  0.600   0.0244  75.75  0.281  0.844 0.853   0.000  0.0475
 18 0.793 0.1044  11.36  0.600   0.0248  72.64  0.292  0.844 0.846   0.000  0.0419
 19 0.824 0.0957  10.85  0.600   0.0253  69.02  0.303  0.844 0.839   0.000  0.0370
 20 0.852 0.0871  10.42  0.600   0.0259  64.90  0.313  0.844 0.832   0.000  0.0325
 21 0.879 0.0786  10.04  0.600   0.0267  60.32  0.323  0.844 0.824   0.000  0.0285
 22 0.902 0.0702   9.72  0.600   0.0276  55.31  0.331  0.844 0.815   0.000  0.0248
 23 0.924 0.0619   9.44  0.600   0.0288  49.89  0.339  0.844 0.805   0.000  0.0213
 24 0.942 0.0537   9.20  0.600   0.0302  44.12  0.345  0.844 0.794   0.000  0.0181
 25 0.959 0.0456   9.01  0.600   0.0321  38.05  0.351  0.844 0.782   0.000  0.0151
 26 0.972 0.0375   8.85  0.600   0.0345  31.73  0.356  0.844 0.767   0.000  0.0123
 27 0.983 0.0295   8.72  0.600   0.0378  25.25  0.360  0.844 0.748   0.000  0.0096
 28 0.991 0.0217   8.63  0.600   0.0426  18.73  0.363  0.844 0.723   0.000  0.0070
 29 0.997 0.0144   8.57  0.600   0.0501  12.48  0.365  0.844 0.688   0.000  0.0046
 30 0.999 0.0089   8.54  0.600   0.0605   7.78  0.366  0.844 0.644   0.000  0.0028
