
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.24308
 no. blades :  2            radius(m)  :   0.1270     adv. ratio:     0.19404
 thrust(N)  :   8.29        power(W)   :   225.       torque(N-m):  0.277    
 Efficiency :  0.7366       speed(m/s) :   20.000     rpm        :   7750.000
 Eff induced:  0.7983       Eff ideal  :   0.8729     Area(m^2)  :    0.05064
 Tnacel(N)  :     0.0008    Rhub(m)    :   0.0030     Rwake(m)   :    0.0035
 Tvisc(N)   :    -0.0988    Pvisc(W)   :   14.9       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.60960      adv:    0.19404       AF:  132.282
   Ct:    0.09733       Cp:    0.08055  (by rho,Diam,N)
   Tc:    0.66697       Pc:    0.90547  (by rho,Atip,Vel)
   CT:    0.01256       CP:    0.00331  (by rho,Atip,Vtip)
Sigma:    0.13091 CT/sigma:    0.09591

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.041 0.1679  82.62  0.600   0.0281  29.99  0.060  0.746 0.709   0.000  1.3193
  2 0.082 0.2564  73.28  0.600   0.0232  48.59  0.064  0.785 0.874   0.000  0.9921
  3 0.133 0.3395  63.32  0.600   0.0199  71.59  0.071  0.794 0.923   0.000  0.8147
  4 0.184 0.3852  54.85  0.600   0.0179  92.21  0.081  0.796 0.939   0.000  0.6675
  5 0.235 0.4014  47.95  0.600   0.0167 109.47  0.092  0.797 0.946   0.000  0.5449
  6 0.285 0.3995  42.39  0.600   0.0160 123.41  0.104  0.797 0.948   0.000  0.4465
  7 0.334 0.3875  37.91  0.600   0.0154 134.36  0.117  0.797 0.948   0.000  0.3688
  8 0.383 0.3702  34.28  0.600   0.0151 142.71  0.130  0.798 0.947   0.000  0.3076
  9 0.431 0.3507  31.31  0.600   0.0148 148.81  0.143  0.798 0.945   0.000  0.2591
 10 0.477 0.3304  28.85  0.600   0.0147 152.96  0.156  0.798 0.942   0.000  0.2203
 11 0.523 0.3101  26.80  0.600   0.0146 155.39  0.168  0.798 0.940   0.000  0.1888
 12 0.567 0.2903  25.07  0.600   0.0145 156.28  0.181  0.798 0.937   0.000  0.1631
 13 0.609 0.2711  23.60  0.600   0.0145 155.78  0.193  0.798 0.934   0.000  0.1417
 14 0.649 0.2525  22.35  0.600   0.0146 153.98  0.205  0.798 0.930   0.000  0.1238
 15 0.688 0.2347  21.27  0.600   0.0147 150.99  0.216  0.798 0.927   0.000  0.1085
 16 0.725 0.2174  20.33  0.600   0.0149 146.88  0.227  0.798 0.923   0.000  0.0954
 17 0.760 0.2007  19.52  0.600   0.0151 141.71  0.237  0.798 0.920   0.000  0.0840
 18 0.793 0.1844  18.82  0.600   0.0154 135.54  0.247  0.798 0.916   0.000  0.0740
 19 0.824 0.1685  18.21  0.600   0.0157 128.43  0.256  0.798 0.911   0.000  0.0651
 20 0.852 0.1530  17.67  0.600   0.0161 120.45  0.265  0.798 0.907   0.000  0.0571
 21 0.879 0.1378  17.21  0.600   0.0166 111.65  0.272  0.798 0.902   0.000  0.0499
 22 0.902 0.1229  16.81  0.600   0.0172 102.13  0.279  0.798 0.897   0.000  0.0434
 23 0.924 0.1082  16.47  0.600   0.0180  91.93  0.286  0.798 0.891   0.000  0.0373
 24 0.942 0.0937  16.18  0.600   0.0189  81.16  0.291  0.798 0.884   0.000  0.0316
 25 0.959 0.0794  15.94  0.600   0.0200  69.90  0.296  0.798 0.876   0.000  0.0264
 26 0.972 0.0653  15.75  0.600   0.0216  58.26  0.300  0.798 0.867   0.000  0.0214
 27 0.983 0.0514  15.59  0.600   0.0236  46.38  0.303  0.798 0.854   0.000  0.0166
 28 0.991 0.0379  15.48  0.600   0.0266  34.50  0.306  0.798 0.838   0.000  0.0122
 29 0.997 0.0254  15.40  0.600   0.0311  23.26  0.307  0.798 0.814   0.000  0.0081
 30 0.999 0.0165  15.37  0.600   0.0370  15.12  0.308  0.798 0.786   0.000  0.0053
