
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.28650
 no. blades :  3            radius(m)  :   0.0762     adv. ratio:     0.21712
 thrust(N)  :   4.02        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.6792       speed(m/s) :   20.000     rpm        :  11544.001
 Eff induced:  0.7578       Eff ideal  :   0.8410     Area(m^2)  :    0.01822
 Tnacel(N)  :     0.0009    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.0834    Pvisc(W)   :   10.1       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.68209      adv:    0.21712       AF:  154.893
   Ct:    0.16424       Cp:    0.16494  (by rho,Diam,N)
   Tc:    0.89894       Pc:    1.32355  (by rho,Atip,Vel)
   CT:    0.02119       CP:    0.00677  (by rho,Atip,Vtip)
Sigma:    0.23309 CT/sigma:    0.09090

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.047 0.1074  78.74  0.600   0.0517  11.52  0.060  0.683 0.453   0.000  1.0844
  2 0.086 0.1788  71.31  0.600   0.0414  20.11  0.063  0.733 0.752   0.000  0.9973
  3 0.135 0.2684  62.70  0.600   0.0340  32.93  0.069  0.748 0.856   0.000  0.9520
  4 0.185 0.3342  54.98  0.600   0.0298  45.69  0.077  0.752 0.894   0.000  0.8621
  5 0.236 0.3725  48.39  0.600   0.0273  57.14  0.086  0.754 0.911   0.000  0.7550
  6 0.286 0.3895  42.89  0.600   0.0256  66.94  0.096  0.756 0.918   0.000  0.6511
  7 0.335 0.3923  38.32  0.600   0.0244  75.07  0.107  0.756 0.921   0.000  0.5589
  8 0.384 0.3861  34.54  0.600   0.0236  81.65  0.119  0.757 0.922   0.000  0.4804
  9 0.431 0.3745  31.38  0.600   0.0231  86.82  0.130  0.757 0.921   0.000  0.4146
 10 0.478 0.3599  28.72  0.600   0.0227  90.75  0.141  0.757 0.919   0.000  0.3596
 11 0.523 0.3436  26.49  0.600   0.0224  93.54  0.153  0.757 0.917   0.000  0.3137
 12 0.567 0.3265  24.58  0.600   0.0222  95.32  0.164  0.757 0.914   0.000  0.2750
 13 0.609 0.3090  22.95  0.600   0.0221  96.15  0.174  0.757 0.911   0.000  0.2422
 14 0.650 0.2914  21.55  0.600   0.0222  96.09  0.185  0.757 0.908   0.000  0.2141
 15 0.689 0.2738  20.35  0.600   0.0222  95.19  0.195  0.757 0.904   0.000  0.1899
 16 0.725 0.2563  19.30  0.600   0.0224  93.48  0.204  0.757 0.900   0.000  0.1686
 17 0.760 0.2388  18.39  0.600   0.0226  90.98  0.214  0.757 0.896   0.000  0.1499
 18 0.793 0.2213  17.59  0.600   0.0230  87.73  0.222  0.757 0.892   0.000  0.1332
 19 0.824 0.2039  16.90  0.600   0.0234  83.74  0.230  0.757 0.887   0.000  0.1181
 20 0.853 0.1864  16.30  0.600   0.0239  79.07  0.238  0.757 0.882   0.000  0.1044
 21 0.879 0.1690  15.78  0.600   0.0246  73.74  0.245  0.757 0.876   0.000  0.0918
 22 0.902 0.1515  15.33  0.600   0.0255  67.81  0.251  0.758 0.870   0.000  0.0802
 23 0.924 0.1340  14.94  0.600   0.0265  61.32  0.256  0.758 0.863   0.000  0.0693
 24 0.942 0.1165  14.62  0.600   0.0278  54.34  0.261  0.758 0.855   0.000  0.0590
 25 0.959 0.0990  14.35  0.600   0.0295  46.94  0.266  0.758 0.846   0.000  0.0493
 26 0.972 0.0816  14.12  0.600   0.0317  39.19  0.269  0.758 0.835   0.000  0.0401
 27 0.983 0.0643  13.95  0.600   0.0347  31.21  0.272  0.758 0.820   0.000  0.0312
 28 0.991 0.0473  13.82  0.600   0.0391  23.16  0.274  0.758 0.801   0.000  0.0228
 29 0.997 0.0313  13.74  0.600   0.0460  15.42  0.276  0.758 0.772   0.000  0.0150
 30 0.999 0.0194  13.69  0.600   0.0557   9.56  0.276  0.758 0.735   0.000  0.0093
