
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.07700
 no. blades :  2            radius(m)  :   0.1270     adv. ratio:     0.06914
 thrust(N)  :   5.39        power(W)   :   260.       torque(N-m):  0.114    
 Efficiency :  0.4137       speed(m/s) :   20.000     rpm        :  21750.000
 Eff induced:  0.8980       Eff ideal  :   0.9102     Area(m^2)  :    0.05064
 Tnacel(N)  :     0.0002    Rhub(m)    :   0.0030     Rwake(m)   :    0.0035
 Tvisc(N)   :    -0.0458    Pvisc(W)   :   139.       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.21721      adv:    0.06914       AF:   10.997
   Ct:    0.00803       Cp:    0.00422  (by rho,Diam,N)
   Tc:    0.43351       Pc:    1.04793  (by rho,Atip,Vel)
   CT:    0.00104       CP:    0.00017  (by rho,Atip,Vtip)
Sigma:    0.01029 CT/sigma:    0.10070  heliFOM:    0.13619

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.041 0.0625  60.19  0.600   0.0000  12.66  0.068  0.839 1.000   0.000  0.4910
  2 0.082 0.0686  40.92  0.600   0.0000  18.63  0.091  0.884 1.000   0.000  0.2655
  3 0.133 0.0624  27.92  0.600   0.0000  23.59  0.127  0.893 1.000   0.000  0.1497
  4 0.184 0.0535  20.51  0.600   0.0000  26.57  0.167  0.895 1.000   0.000  0.0928
  5 0.235 0.0459  15.92  0.600   0.0000  28.36  0.208  0.896 1.000   0.000  0.0623
  6 0.285 0.0397  12.84  0.600   0.0000  29.46  0.249  0.897 1.000   0.000  0.0444
  7 0.334 0.0349  10.65  0.600   0.0000  30.16  0.290  0.897 1.000   0.000  0.0332
  8 0.383 0.0311   9.01  0.600   0.0000  30.61  0.331  0.897 1.000   0.000  0.0258
  9 0.431 0.0280   7.73  0.600   0.0000  30.92  0.371  0.897 1.000   0.000  0.0207
 10 0.477 0.0255   6.72  0.600   0.0000  31.12  0.410  0.898 1.000   0.000  0.0170
 11 0.523 0.0234   5.89  0.600   0.0000  31.26  0.449  0.898 1.000   0.000  0.0143
 12 0.567 0.0217   5.19  0.600   0.0000  31.33  0.486  0.898 1.000   0.000  0.0122
 13 0.609 0.0202   4.60  0.600   0.0001  31.36  0.521  0.898 0.999   0.000  0.0106
 14 0.649 0.0190   4.09  0.600   0.0013  31.32  0.556  0.898 0.982   0.000  0.0093
 15 0.688 0.0178   3.65  0.600   0.0058  31.22  0.589  0.898 0.920   0.000  0.0082
 16 0.725 0.0168   3.26  0.600   0.0150  31.01  0.620  0.898 0.807   0.000  0.0074
 17 0.760 0.0159   2.91  0.600   0.0300  30.69  0.649  0.898 0.666   0.000  0.0067
 18 0.793 0.0150   2.61  0.600   0.0509  30.20  0.677  0.898 0.529   0.000  0.0060
 19 0.824 0.0141   2.33  0.600   0.0778  29.50  0.703  0.898 0.414   0.000  0.0054
 20 0.852 0.0132   2.08  0.600   0.1098  28.55  0.728  0.898 0.325   0.000  0.0049
 21 0.879 0.0122   1.86  0.600   0.1461  27.30  0.750  0.898 0.259   0.000  0.0044
 22 0.902 0.0112   1.67  0.600   0.1852  25.72  0.770  0.898 0.211   0.000  0.0040
 23 0.924 0.0102   1.49  0.600   0.2258  23.80  0.788  0.898 0.176   0.000  0.0035
 24 0.942 0.0090   1.34  0.600   0.2661  21.52  0.804  0.898 0.150   0.000  0.0030
 25 0.959 0.0078   1.21  0.600   0.3045  18.91  0.818  0.898 0.131   0.000  0.0026
 26 0.972 0.0065   1.10  0.600   0.3393  16.01  0.829  0.898 0.117   0.000  0.0021
 27 0.983 0.0052   1.01  0.600   0.3692  12.86  0.838  0.898 0.107   0.000  0.0017
 28 0.991 0.0038   0.94  0.600   0.3927   9.55  0.845  0.898 0.101   0.000  0.0012
 29 0.997 0.0025   0.90  0.600   0.4090   6.26  0.850  0.898 0.096   0.000  0.0008
 30 0.999 0.0014   0.87  0.600   0.4174   3.51  0.852  0.898 0.094   0.000  0.0004
