
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.14494
 no. blades :  2            radius(m)  :   0.1270     adv. ratio:     0.13027
 thrust(N)  :   4.46        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.7535       speed(m/s) :   20.000     rpm        :  11543.999
 Eff induced:  0.8988       Eff ideal  :   0.9235     Area(m^2)  :    0.05066
 Tnacel(N)  :     0.0000    Rhub(m)    :   0.0020     Rwake(m)   :    0.0021
 Tvisc(N)   :    -0.0496    Pvisc(W)   :   18.0       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.40925      adv:    0.13027       AF:   31.874
   Ct:    0.02361       Cp:    0.01283  (by rho,Diam,N)
   Tc:    0.35902       Pc:    0.47648  (by rho,Atip,Vel)
   CT:    0.00305       CP:    0.00053  (by rho,Atip,Vtip)
Sigma:    0.03094 CT/sigma:    0.09846

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.035 0.0608  78.22  0.600   0.0420  11.02  0.061  0.890 0.701   0.000  0.5475
  2 0.080 0.0993  62.96  0.600   0.0328  20.38  0.069  0.897 0.875   0.000  0.3940
  3 0.131 0.1193  49.70  0.600   0.0283  29.62  0.083  0.898 0.909   0.000  0.2889
  4 0.183 0.1217  40.31  0.600   0.0259  36.64  0.101  0.899 0.916   0.000  0.2118
  5 0.234 0.1163  33.68  0.600   0.0246  41.78  0.121  0.899 0.914   0.000  0.1583
  6 0.284 0.1084  28.89  0.600   0.0238  45.50  0.141  0.899 0.909   0.000  0.1214
  7 0.334 0.1001  25.32  0.600   0.0233  48.18  0.162  0.899 0.903   0.000  0.0954
  8 0.383 0.0923  22.59  0.600   0.0229  50.11  0.183  0.899 0.895   0.000  0.0768
  9 0.431 0.0852  20.43  0.600   0.0227  51.45  0.203  0.899 0.888   0.000  0.0630
 10 0.477 0.0788  18.70  0.600   0.0225  52.34  0.223  0.899 0.880   0.000  0.0526
 11 0.522 0.0731  17.29  0.600   0.0224  52.85  0.243  0.899 0.872   0.000  0.0445
 12 0.566 0.0679  16.11  0.600   0.0224  53.02  0.262  0.899 0.864   0.000  0.0382
 13 0.609 0.0633  15.13  0.600   0.0224  52.88  0.281  0.899 0.857   0.000  0.0331
 14 0.649 0.0590  14.29  0.600   0.0225  52.43  0.299  0.899 0.849   0.000  0.0289
 15 0.688 0.0550  13.57  0.600   0.0226  51.68  0.316  0.899 0.841   0.000  0.0254
 16 0.725 0.0512  12.96  0.600   0.0228  50.62  0.333  0.899 0.834   0.000  0.0225
 17 0.760 0.0475  12.42  0.600   0.0231  49.22  0.348  0.899 0.826   0.000  0.0199
 18 0.793 0.0440  11.96  0.600   0.0234  47.48  0.363  0.899 0.818   0.000  0.0177
 19 0.824 0.0405  11.55  0.600   0.0238  45.39  0.377  0.899 0.810   0.000  0.0157
 20 0.852 0.0371  11.20  0.600   0.0244  42.94  0.389  0.899 0.802   0.000  0.0139
 21 0.879 0.0337  10.89  0.600   0.0250  40.15  0.401  0.899 0.793   0.000  0.0122
 22 0.902 0.0302  10.63  0.600   0.0258  37.00  0.412  0.899 0.783   0.000  0.0107
 23 0.924 0.0268  10.40  0.600   0.0269  33.54  0.421  0.899 0.772   0.000  0.0092
 24 0.942 0.0233  10.20  0.600   0.0282  29.79  0.430  0.899 0.760   0.000  0.0079
 25 0.959 0.0198  10.04  0.600   0.0299  25.77  0.437  0.899 0.747   0.000  0.0066
 26 0.972 0.0164   9.91  0.600   0.0321  21.54  0.443  0.899 0.730   0.000  0.0054
 27 0.983 0.0129   9.80  0.600   0.0351  17.16  0.448  0.899 0.709   0.000  0.0042
 28 0.991 0.0095   9.73  0.600   0.0396  12.71  0.451  0.899 0.682   0.000  0.0030
 29 0.997 0.0062   9.68  0.600   0.0468   8.38  0.454  0.899 0.643   0.000  0.0020
 30 0.999 0.0037   9.65  0.600   0.0576   5.00  0.455  0.899 0.593   0.000  0.0012
