
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.05484
 no. blades :  3            radius(m)  :   0.0635     adv. ratio:     0.04785
 thrust(N)  :   1.84        power(W)   :   543.       torque(N-m):  0.826E-01
 Efficiency :  0.0677       speed(m/s) :   20.000     rpm        :  62856.000
 Eff induced:  0.8725       Eff ideal  :   0.8843     Area(m^2)  :    0.01265
 Tnacel(N)  :     0.0001    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.0997    Pvisc(W)   :   499.       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.15032      adv:    0.04785       AF:    5.104
   Ct:    0.00525       Cp:    0.01167  (by rho,Diam,N)
   Tc:    0.59207       Pc:    8.74822  (by rho,Atip,Vel)
   CT:    0.00068       CP:    0.00048  (by rho,Atip,Vtip)
Sigma:    0.00676 CT/sigma:    0.10025  heliFOM:    0.02604

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.052 0.0445  48.45  0.600   0.0544   5.76  0.087  0.777 0.833   0.000  0.4055
  2 0.089 0.0392  33.71  0.600   0.0498   7.19  0.124  0.835 0.837   0.000  0.2111
  3 0.136 0.0316  23.76  0.600   0.0469   8.35  0.178  0.856 0.811   0.000  0.1107
  4 0.186 0.0255  18.20  0.600   0.0456   8.95  0.236  0.864 0.777   0.000  0.0652
  5 0.237 0.0210  14.77  0.600   0.0450   9.25  0.297  0.867 0.742   0.000  0.0424
  6 0.286 0.0178  12.45  0.600   0.0447   9.42  0.357  0.869 0.710   0.000  0.0296
  7 0.336 0.0154  10.76  0.600   0.0445   9.52  0.417  0.870 0.679   0.000  0.0218
  8 0.384 0.0135   9.47  0.600   0.0444   9.59  0.476  0.870 0.652   0.000  0.0168
  9 0.432 0.0121   8.42  0.600   0.0443   9.63  0.534  0.871 0.626   0.000  0.0134
 10 0.478 0.0110   7.53  0.600   0.0448   9.66  0.591  0.871 0.600   0.000  0.0110
 11 0.523 0.0101   6.77  0.600   0.0525   9.68  0.646  0.871 0.540   0.000  0.0092
 12 0.567 0.0093   6.07  0.600   0.0764   9.70  0.700  0.872 0.426   0.000  0.0078
 13 0.609 0.0087   5.43  0.600   0.1235   9.71  0.751  0.872 0.299   0.000  0.0068
 14 0.650 0.0082   4.81  0.600   0.1989   9.72  0.801  0.872 0.197   0.000  0.0060
 15 0.689 0.0077   4.20  0.600   0.3055   9.72  0.849  0.872 0.130   0.000  0.0053
 16 0.726 0.0073   3.58  0.600   0.4444   9.73  0.894  0.872 0.087   0.000  0.0048
 17 0.761 0.0070   2.90  0.600   0.6145   9.73  0.937  0.872 0.061   0.000  0.0044
 18 0.793 0.0067   2.06  0.600   0.8132   9.72  0.977  0.872 0.044   0.000  0.0040
 19 0.824 0.0064   1.36  0.600   0.9142   9.69  1.015  0.872 0.038   0.000  0.0037
 20 0.853 0.0062   1.24  0.600   0.9143   9.63  1.050  0.872 0.037   0.000  0.0035
 21 0.879 0.0059   1.13  0.600   0.9146   9.51  1.082  0.872 0.036   0.000  0.0032
 22 0.902 0.0056   1.03  0.600   0.9150   9.30  1.111  0.872 0.035   0.000  0.0030
 23 0.924 0.0053   0.95  0.600   0.9156   8.96  1.137  0.872 0.034   0.000  0.0027
 24 0.942 0.0049   0.89  0.600   0.9167   8.43  1.160  0.872 0.033   0.000  0.0025
 25 0.959 0.0044   0.83  0.600   0.9185   7.70  1.180  0.872 0.033   0.000  0.0022
 26 0.972 0.0038   0.79  0.600   0.9212   6.73  1.196  0.872 0.032   0.000  0.0019
 27 0.983 0.0031   0.75  0.600   0.9253   5.55  1.210  0.872 0.032   0.000  0.0015
 28 0.991 0.0023   0.72  0.600   0.9318   4.20  1.220  0.872 0.031   0.000  0.0011
 29 0.997 0.0015   0.71  0.600   0.9429   2.77  1.227  0.872 0.031   0.000  0.0007
 30 0.999 0.0008   0.70  0.600   0.9626   1.52  1.230  0.872 0.030   0.000  0.0004
