
 ===========================================================================
 Free Tip Potential Formulation Solution:  Designed blade                  
                                                  Wake adv. ratio:    0.22865
 no. blades :  3            radius(m)  :   0.0889     adv. ratio:     0.18610
 thrust(N)  :   4.30        power(W)   :   118.       torque(N-m):  0.979E-01
 Efficiency :  0.7271       speed(m/s) :   20.000     rpm        :  11544.000
 Eff induced:  0.8139       Eff ideal  :   0.8671     Area(m^2)  :    0.02481
 Tnacel(N)  :     0.0005    Rhub(m)    :   0.0025     Rwake(m)   :    0.0030
 Tvisc(N)   :    -0.0639    Pvisc(W)   :   11.0       Mach       :    0.0588
 rho(kg/m3) :   1.22600     Vsound(m/s):  340.000     mu(kg/m-s) : 0.1780E-04
 ---------------------------------------------------------------------------
    J:    0.58465      adv:    0.18610       AF:   87.713
   Ct:    0.09491       Cp:    0.07631  (by rho,Diam,N)
   Tc:    0.70708       Pc:    0.97241  (by rho,Atip,Vel)
   CT:    0.01224       CP:    0.00313  (by rho,Atip,Vtip)
Sigma:    0.13046 CT/sigma:    0.09385

  i  r/R   c/R  beta(deg)  CL     Cd    REx10^3 Mach   effi  effp  na.u/U  solidity
  1 0.044 0.0718  81.31  0.600   0.0454   9.03  0.060  0.742 0.587   0.000  0.7839
  2 0.084 0.1273  71.89  0.600   0.0352  17.05  0.064  0.793 0.821   0.000  0.7252
  3 0.134 0.1863  61.67  0.600   0.0289  27.95  0.072  0.806 0.892   0.000  0.6660
  4 0.184 0.2219  53.06  0.600   0.0256  38.05  0.082  0.810 0.916   0.000  0.5749
  5 0.235 0.2374  46.14  0.600   0.0236  46.58  0.094  0.811 0.924   0.000  0.4824
  6 0.285 0.2399  40.63  0.600   0.0223  53.52  0.107  0.812 0.927   0.000  0.4017
  7 0.335 0.2352  36.23  0.600   0.0214  59.02  0.121  0.813 0.927   0.000  0.3354
  8 0.383 0.2266  32.70  0.600   0.0208  63.32  0.134  0.813 0.925   0.000  0.2822
  9 0.431 0.2163  29.82  0.600   0.0204  66.62  0.148  0.813 0.923   0.000  0.2395
 10 0.478 0.2053  27.45  0.600   0.0201  69.06  0.162  0.813 0.919   0.000  0.2052
 11 0.523 0.1943  25.48  0.600   0.0199  70.78  0.175  0.813 0.916   0.000  0.1774
 12 0.567 0.1835  23.82  0.600   0.0198  71.86  0.188  0.813 0.912   0.000  0.1546
 13 0.609 0.1730  22.41  0.600   0.0198  72.35  0.201  0.813 0.908   0.000  0.1356
 14 0.650 0.1628  21.21  0.600   0.0198  72.28  0.213  0.814 0.904   0.000  0.1197
 15 0.688 0.1530  20.18  0.600   0.0198  71.66  0.225  0.814 0.899   0.000  0.1061
 16 0.725 0.1433  19.29  0.600   0.0200  70.50  0.236  0.814 0.895   0.000  0.0943
 17 0.760 0.1337  18.52  0.600   0.0202  68.80  0.247  0.814 0.890   0.000  0.0840
 18 0.793 0.1243  17.85  0.600   0.0204  66.55  0.257  0.814 0.886   0.000  0.0748
 19 0.824 0.1148  17.26  0.600   0.0208  63.75  0.267  0.814 0.880   0.000  0.0665
 20 0.852 0.1053  16.76  0.600   0.0212  60.40  0.275  0.814 0.875   0.000  0.0590
 21 0.879 0.0958  16.32  0.600   0.0218  56.53  0.284  0.814 0.869   0.000  0.0520
 22 0.902 0.0861  15.94  0.600   0.0225  52.15  0.291  0.814 0.863   0.000  0.0456
 23 0.924 0.0764  15.62  0.600   0.0234  47.31  0.298  0.814 0.855   0.000  0.0395
 24 0.942 0.0666  15.34  0.600   0.0246  42.03  0.303  0.814 0.847   0.000  0.0337
 25 0.959 0.0567  15.11  0.600   0.0260  36.38  0.308  0.814 0.837   0.000  0.0282
 26 0.972 0.0467  14.92  0.600   0.0280  30.42  0.313  0.814 0.826   0.000  0.0230
 27 0.983 0.0368  14.78  0.600   0.0306  24.24  0.316  0.814 0.810   0.000  0.0179
 28 0.991 0.0271  14.67  0.600   0.0345  17.95  0.318  0.814 0.790   0.000  0.0130
 29 0.997 0.0178  14.60  0.600   0.0407  11.86  0.320  0.814 0.760   0.000  0.0085
 30 0.999 0.0106  14.56  0.600   0.0500   7.11  0.321  0.814 0.719   0.000  0.0051
